,activeaddresses,exchangevolume(usd),fees,marketcap(usd),medianfee,mediantxvalue(usd),paymentcount,price(usd),txcount,txvolume(usd)
2017-08-29,2030.0,42990100.0,933.9,709300778.269,0.1,381.6,3779.0,6.36,4127.0,46003547.9016
2017-08-30,2285.0,45880600.0,734.3,673550541.923,0.1,208.035,4243.0,6.03,4477.0,53270352.2032
2017-08-31,2391.0,43903100.0,944.3,669266691.08,0.1,59.3613160654,4813.0,5.99,5096.0,55887927.9764
2017-09-01,2570.0,60253600.0,816.9,799866351.601,0.1,254.544113781,4389.0,7.16,4615.0,33053085.3866
2017-09-02,2029.0,27494000.0,891.2,826420238.185,0.1,37.586695828,5552.0,7.4,5804.0,20928566.3666
2017-09-03,1627.0,18028700.0,862.5,752996054.811,0.1,16.770888913,3285.0,6.74,3483.0,6393340.74334
2017-09-04,2097.0,30177000.0,695.8,787812624.087,0.1,23.7136110638,5098.0,7.05,5248.0,14905283.8319
2017-09-05,1893.0,30894900.0,592.1,655810813.227,0.1,231.65492446,3211.0,5.86,3386.0,25736562.3084
2017-09-06,2038.0,27895300.0,646.6,682391989.267,0.1,31.1416458545,3946.0,6.1,4142.0,13550548.2765
2017-09-07,1664.0,28437300.0,597.6,776893120.979,0.1,276.906,2846.0,6.94,3079.0,16209136.8467
2017-09-08,1999.0,38000900.0,610.4,837388698.645,0.1,232.628,3534.0,7.48,3751.0,24419357.9332
2017-09-09,1568.0,13627500.0,745.3,775594830.557,0.1,14.5345182226,4223.0,6.92,4430.0,7984811.5271
2017-09-10,1811.0,13946200.0,723.0,774433142.7,0.1,18.9013710444,5080.0,6.91,5259.0,9818246.8693
2017-09-11,2007.0,14443300.0,608.8,735842876.179,0.1,25.0435739488,4518.0,6.56,4663.0,8900505.06666
2017-09-12,2123.0,22441800.0,707.8,757494152.885,0.1,93.825,3688.0,6.75,3875.0,8709243.2901
2017-09-13,1562.0,17763300.0,496.7,787742296.027,0.1,184.0127679,2437.0,7.02,2610.0,8420620.17044
2017-09-14,1933.0,22776700.0,596.9,735728143.073,0.1,64.845,3769.0,6.55,3953.0,16114093.0782
2017-09-15,1667.0,28816500.0,453.6,501508406.446,0.1,304.954965499,2726.0,4.47,2839.0,10912494.9872
2017-09-16,1832.0,11270000.0,671.0,627011188.932,0.1,11.8146981636,5010.0,5.58,5140.0,8148398.83165
2017-09-17,1746.0,8040870.0,720.3,623852036.553,0.1,9.94301306175,5393.0,5.55,5522.0,3422305.14227
2017-09-18,2271.0,13612300.0,657.1,624351162.997,0.1,16.2979363605,4411.0,5.55,4591.0,5551584.97209
2017-09-19,1435.0,11091300.0,552.7,756562996.153,0.1,23.6999562586,2627.0,6.73,2833.0,6156712.35214
2017-09-20,1126.0,10364900.0,367.9,696953924.347,0.1,65.8899563591,1649.0,6.19,1832.0,3831708.29598
2017-09-21,1794.0,11885300.0,739.1,679275675.072,0.1,12.6782887572,3401.0,6.04,3728.0,6848351.35272
2017-09-22,1349.0,11819200.0,424.3,605861493.607,0.1,28.5858997726,2053.0,5.38,2246.0,5004855.48988
2017-09-23,1488.0,7668300.0,584.5,645465359.117,0.1,7.74587304765,3335.0,5.73,3534.0,2562055.8895
2017-09-24,1848.0,6273950.0,906.4,672023466.177,0.1,8.5647282424,6354.0,5.96,6577.0,3853429.25622
2017-09-25,2630.0,8536390.0,965.7,649280774.868,0.1,8.3053623456,6087.0,5.76,6340.0,3858632.22396
2017-09-26,1163.0,9352180.0,490.0,692097986.418,0.1,30.7,1890.0,6.14,2095.0,4332999.29047
2017-09-27,1280.0,11109500.0,450.0,691867415.106,0.1,47.8820403641,2060.0,6.13,2232.0,5686962.5317
2017-09-28,2060.0,9145610.0,695.2,714889259.392,0.1,16.1987020288,4222.0,6.34,4399.0,7299612.75637
2017-09-29,1084.0,8932120.0,424.4,676346530.747,0.1,179.7,1804.0,5.99,1972.0,7330965.73058
2017-09-30,1536.0,12114700.0,657.8,644580001.856,0.1,15.0358665218,3068.0,5.71,3303.0,7295907.14462
2017-10-01,2031.0,11903000.0,934.5,661343969.401,0.1,10.1730861765,6405.0,5.85,6623.0,4731244.48641
2017-10-02,2209.0,10486800.0,770.1,622737674.753,0.1,21.489,4681.0,5.51,4927.0,6336799.24224
2017-10-03,1910.0,11714700.0,475.0,612646618.207,0.1,15.718,2530.0,5.42,2684.0,3208678.36045
2017-10-04,1291.0,9621440.0,496.5,647400417.316,0.1,24.5102633204,2385.0,5.72,2583.0,3467070.90177
2017-10-05,1151.0,10001200.0,477.0,627202799.216,0.1,27.9381080643,1750.0,5.54,1964.0,3480951.5233
2017-10-06,846.0,7992970.0,406.5,613607629.176,0.1,156.909,1255.0,5.42,1428.0,2262777.10334
2017-10-07,1791.0,8526500.0,817.3,604269062.058,0.1,9.243283947,4773.0,5.34,4957.0,3475449.3376
2017-10-08,1960.0,12078300.0,849.7,586283967.689,0.1,11.4424463021,5347.0,5.17,5594.0,5890497.09328
2017-10-09,2413.0,14700000.0,672.1,528080886.851,0.1,19.1697557434,4361.0,4.66,4541.0,8988177.66154
2017-10-10,1313.0,10170300.0,474.9,535162271.561,0.1,23.7300858904,2069.0,4.72,2235.0,2902148.95277
2017-10-11,1187.0,12557800.0,426.3,558667229.33,0.1,74.4820605872,1723.0,4.93,1945.0,4306546.234
2017-10-12,1288.0,12557300.0,505.6,609442109.813,0.1,27.6789376872,2026.0,5.37,2241.0,14928955.0618
2017-10-13,1313.0,11823300.0,476.9,563765049.814,0.1,39.5112611418,2229.0,4.97,2371.0,5296973.83167
2017-10-14,2032.0,9047430.0,787.9,554160495.065,0.1,7.8295910232,5339.0,4.88,5525.0,6031436.90929
2017-10-15,1468.0,9608200.0,484.5,544225048.556,0.1,13.6811940004,3315.0,4.79,3444.0,4067038.30163
2017-10-16,2050.0,8730360.0,791.7,558383458.073,0.1,10.8161536151,4557.0,4.91,4726.0,2784087.9153
2017-10-17,2397.0,8296440.0,619.0,563560254.337,0.1,14.88,3370.0,4.96,3584.0,3684017.15232
2017-10-18,1550.0,13438000.0,598.9,582704545.37,0.1,25.088,2339.0,5.12,2612.0,5543675.68377
2017-10-19,1316.0,14596700.0,474.4,587290066.795,0.1,20.1199767996,2194.0,5.16,2429.0,3691696.61665
2017-10-20,1113.0,13489300.0,386.8,566818985.671,0.1,49.8348188652,1798.0,4.98,1945.0,5269402.39995
2017-10-21,1859.0,9333630.0,598.0,557355879.597,0.1,12.0949732855,4040.0,4.9,4194.0,3641946.70055
2017-10-22,1671.0,7477790.0,842.0,535698652.532,0.1,8.790415123,4770.0,4.7,5031.0,4037956.96786
2017-10-23,2557.0,7981790.0,733.8,537947414.098,0.1,15.2302830336,4948.0,4.72,5131.0,3688766.30273
2017-10-24,1491.0,17643400.0,513.1,534969260.127,0.1,244.546638288,2431.0,4.69,2637.0,7818644.15595
2017-10-25,1250.0,10980300.0,402.3,634506570.352,0.1,29.7200344253,2103.0,5.57,2239.0,3841389.31675
2017-10-26,2240.0,9611640.0,592.5,590776748.0,0.1,11.3383545254,3305.0,5.18,3507.0,3960421.10406
2017-10-27,1249.0,7382280.0,480.2,590121497.869,0.1,26.1780120976,1932.0,5.17,2083.0,2799122.62018
2017-10-28,1781.0,7004750.0,655.0,568622402.603,0.1,9.2956119252,4680.0,4.98,4851.0,4295463.30412
2017-10-29,1616.0,8168720.0,622.9,534105108.369,0.1,8.7708068136,4099.0,4.68,4264.0,2724505.18767
2017-10-30,2398.0,8187830.0,861.2,555559883.671,0.1,13.6793786256,4022.0,4.86,4325.0,4041644.5923
2017-10-31,1159.0,7576110.0,361.3,561392152.848,0.1,18.8024040329,2093.0,4.91,2209.0,2295704.36946
2017-11-01,1300.0,10934000.0,424.0,541886018.302,0.1,106.892605429,1890.0,4.74,2065.0,6047720.62938
2017-11-02,1570.0,13966400.0,450.0,511926785.774,0.1,111.805301395,2380.0,4.48,2540.0,6726303.56466
2017-11-03,1258.0,8505170.0,389.8,494053412.511,0.1,28.0460242368,1888.0,4.32,2013.0,2758908.50439
2017-11-04,1845.0,8450130.0,823.5,517450359.242,0.1,6.8456608196,5885.0,4.52,6084.0,2458885.42112
2017-11-05,1692.0,6841900.0,654.5,524846570.964,0.1,7.7791056802,4325.0,4.58,4495.0,1846947.82491
2017-11-06,2480.0,8039310.0,593.5,510428168.889,0.1,12.550200052,4615.0,4.46,4727.0,2192623.00525
2017-11-07,1274.0,12194100.0,370.3,523230270.642,0.1,37.2455,1943.0,4.57,2072.0,4928237.35939
2017-11-08,2249.0,33549400.0,629.5,590042063.058,0.1,168.466728595,3805.0,5.15,4006.0,12929268.0234
2017-11-09,2028.0,23326800.0,561.6,695093149.46,0.1,84.0250470186,3356.0,6.06,3518.0,11556323.479
2017-11-10,1250.0,19419400.0,428.6,737302174.787,0.1,419.743508262,1986.0,6.43,2164.0,12765763.6915
2017-11-11,2005.0,15022000.0,732.7,642170672.803,0.1,13.79914508,4647.0,5.6,4831.0,5866381.54717
2017-11-12,2244.0,20592700.0,875.8,663414275.782,0.1,15.6617923748,5928.0,5.78,6127.0,12363264.2516
2017-11-13,3234.0,29720300.0,921.4,631286969.795,0.1,25.630230725,5664.0,5.5,5939.0,13410802.2611
2017-11-14,1880.0,24092900.0,623.4,734513928.3,0.1,67.88736,2914.0,6.39,3158.0,11531130.9269
2017-11-15,3371.0,61652800.0,1326.1,819888255.044,0.1,230.030646479,5441.0,7.13,6139.0,23494749.9811
2017-11-16,4874.0,140758000.0,1855.3,976382528.511,0.1,246.237229892,7703.0,8.49,8588.0,46430561.4776
2017-11-17,2402.0,47083900.0,1291.9,962047955.674,0.1,108.16849809,3319.0,8.37,4127.0,14290290.0398
2017-11-18,2929.0,28695700.0,1601.1,959577250.209,0.1,14.3421646851,7021.0,8.34,7692.0,8158488.17615
2017-11-19,3153.0,39171200.0,1113.3,1064254279.8,0.1,30.624574585,6493.0,9.25,6885.0,15118860.9909
2017-11-20,3265.0,26170000.0,998.4,1118486301.64,0.1,45.5745229596,5444.0,9.72,5818.0,15450896.577
2017-11-21,2341.0,26816700.0,655.3,1121659121.44,0.1,164.606,3623.0,9.74,3848.0,17444089.9385
2017-11-22,4144.0,106176000.0,1080.1,1114660109.96,0.1,726.052988078,6431.0,9.68,6720.0,61288012.8388
2017-11-23,3675.0,59098700.0,894.3,998305709.845,0.1,260.264774103,5913.0,8.66,6156.0,50047532.3148
2017-11-24,2506.0,33888100.0,682.8,852776517.719,0.1,185.161579,3408.0,7.4,3634.0,19756484.1965
2017-11-25,2825.0,28727000.0,880.0,908185552.219,0.1,38.612,5020.0,7.88,5254.0,17323543.6383
2017-11-26,3582.0,30757600.0,1336.5,926594761.848,0.1,18.2652156236,9135.0,8.03,9430.0,21480947.0015
2017-11-27,3171.0,29071700.0,917.1,864153928.49,0.1,41.1963416088,4961.0,7.49,5202.0,15719320.9641
2017-11-28,2316.0,26685400.0,713.3,913262666.573,0.1,196.959,3353.0,7.91,3611.0,11371961.166
2017-11-29,2417.0,34207700.0,671.3,903277570.735,0.1,281.88,3653.0,7.83,3851.0,22307042.4692
2017-11-30,2053.0,25251200.0,625.2,808346304.267,0.1,69.3,3312.0,7.0,3522.0,10974594.7171
2017-12-01,1517.0,24098300.0,418.7,863621242.655,0.1,247.079419765,2157.0,7.48,2324.0,6768099.60888
2017-12-02,2274.0,18663400.0,727.3,892417824.275,0.1,17.6185214294,4883.0,7.72,5054.0,7204242.5441
2017-12-03,2471.0,22047600.0,866.9,892016726.837,0.1,19.7932850716,5629.0,7.72,5849.0,15726505.6502
2017-12-04,2366.0,39137100.0,650.7,895568718.871,0.1,166.40556712,3597.0,7.75,3852.0,10435347.3312
2017-12-05,3900.0,69110304.0,1064.2,1021212701.4,0.1,105.02402,6402.0,8.83,6686.0,24161126.8044
2017-12-06,4701.0,52262500.0,978.0,1136016290.11,0.1,17.7897058291,7300.0,9.82,7524.0,19595156.2507
2017-12-07,2257.0,53831400.0,562.0,993111856.149,0.1,342.342,3530.0,8.58,3695.0,19066307.0752
2017-12-08,1905.0,40878700.0,552.1,854876744.932,0.1,231.00211077,2901.0,7.39,3079.0,13110505.718
2017-12-09,2583.0,30708500.0,816.3,931617855.81,0.1,18.2131078133,5713.0,8.05,5886.0,8335043.0004
2017-12-10,2291.0,28777900.0,857.3,952536507.902,0.1,25.8323874533,5333.0,8.23,5573.0,11760840.4518
2017-12-11,4306.0,28711700.0,884.9,919958990.867,0.1,86.546,5549.0,7.94,5791.0,12858085.974
2017-12-12,2555.0,41474000.0,689.7,950220869.134,0.1,154.228169019,4147.0,8.2,4358.0,17739328.8226
2017-12-13,2406.0,53217400.0,807.8,1089709457.81,0.1,467.65,4378.0,9.4,4592.0,19285651.7963
2017-12-14,2814.0,68330600.0,828.6,1105574806.49,0.1,190.8,4926.0,9.54,5110.0,39976029.7455
2017-12-15,2750.0,60658700.0,728.9,1248945555.97,0.1,95.3950379523,4519.0,10.77,4668.0,37716862.6323
2017-12-16,2790.0,45189500.0,807.6,1181285177.6,0.1,39.6126217887,5696.0,10.18,5866.0,16063257.1952
2017-12-17,3928.0,128034000.0,1246.4,1219149210.62,0.1,72.8624229207,9064.0,10.51,9292.0,44657780.7254
2017-12-18,4935.0,149703008.0,1277.5,1566933578.94,0.1,120.15,8655.0,13.5,8927.0,60887549.1455
2017-12-19,3260.0,102730000.0,840.2,1974757644.77,0.1,473.671889955,5282.0,17.01,5514.0,63886640.9275
2017-12-20,2972.0,115660000.0,792.2,1953491150.72,0.1,470.96,4852.0,16.82,5087.0,53345315.6231
2017-12-21,5084.0,201110000.0,1158.8,2279228161.73,0.1,247.678769021,8118.0,19.62,8385.0,82784867.5648
2017-12-22,3590.0,177588000.0,798.8,2809450822.28,0.1,370.437074085,5558.0,24.18,5737.0,57221335.5235
2017-12-23,3443.0,90698800.0,919.6,2279985925.81,0.1,66.7386037723,6806.0,19.61,6985.0,27807704.1009
2017-12-24,2698.0,65224400.0,830.5,2442555147.62,0.1,52.4841002532,6375.0,21.01,6512.0,70668036.6265
2017-12-25,3767.0,106194000.0,835.2,2360271158.07,0.1,119.711,5722.0,20.29,5893.0,41111002.4544
2017-12-26,3370.0,145958000.0,743.5,2779265837.93,0.1,145.403072552,4975.0,23.89,5157.0,43160893.9026
2017-12-27,2428.0,77179504.0,616.0,2889458172.78,0.1,248.3,3660.0,24.83,3846.0,25994108.7481
2017-12-28,2425.0,68268896.0,634.0,2786952686.76,0.1,165.84636479,4200.0,23.94,4350.0,28914470.8386
2017-12-29,2399.0,79199000.0,618.5,2705918458.62,0.1,341.628,3605.0,23.24,3795.0,26838512.7153
2017-12-30,3361.0,73691696.0,961.2,2629032800.6,0.1,64.8001110647,6682.0,22.57,6879.0,23540442.4937
2017-12-31,2726.0,64758700.0,815.1,2213630749.04,0.1,64.22,5731.0,19.0,5897.0,17287884.303
2018-01-01,2734.0,46809500.0,600.8,2410236932.39,0.1,111.616346191,3808.0,20.68,3960.0,8440943.75892
2018-01-02,4329.0,72049200.0,900.6,2467335230.94,0.1,103.799891204,6646.0,21.16,6814.0,17864770.1055
2018-01-03,2927.0,79068896.0,728.4,2558895817.3,0.1,547.503392833,4334.0,21.94,4537.0,21609616.0293
2018-01-04,3966.0,109219000.0,1031.7,2467747593.31,0.1,209.554180225,5627.0,21.15,5924.0,28775773.3745
2018-01-05,3689.0,187694000.0,886.1,2497387214.53,0.1,565.388,5871.0,21.4,6074.0,70703138.3299
2018-01-06,4169.0,200650000.0,1205.2,2880624851.27,0.1,179.782517538,7342.0,24.68,7661.0,42271778.8857
2018-01-07,4416.0,209374000.0,1446.9,3635211259.58,0.1,127.962549651,9029.0,31.13,9413.0,72953340.4942
2018-01-08,4917.0,142590000.0,1215.8,3923426692.14,0.1,168.521656957,8078.0,33.59,8358.0,61192885.4434
2018-01-09,2816.0,87492496.0,920.5,3645275333.76,0.1,411.84,4905.0,31.2,5159.0,59001097.0951
2018-01-10,2585.0,96825200.0,1040.3,3501854772.41,0.1,404.46,4463.0,29.96,4849.0,39812047.9314
2018-01-11,2837.0,82270304.0,1035.0,3370993437.67,0.1,241.111201391,4900.0,28.84,5181.0,31271248.5572
2018-01-12,2248.0,94674000.0,574.5,2969111103.43,0.1,250.296371656,3585.0,25.39,3761.0,24033206.4777
2018-01-13,2644.0,57475700.0,819.0,3437204839.61,0.1,56.0088789819,5470.0,29.38,5694.0,21199753.7367
2018-01-14,2838.0,51588000.0,1109.2,3431240547.81,0.1,97.8825772624,6162.0,29.33,6503.0,25689518.8586
2018-01-15,4397.0,87151200.0,1075.7,3224587663.53,0.1,107.445,7517.0,27.55,7797.0,26021170.9751
2018-01-16,2911.0,123699000.0,837.7,3159491141.39,0.1,529.51681,5267.0,26.99,5510.0,63925413.6788
2018-01-17,2977.0,106703000.0,846.8,2471165548.71,0.1,280.208,4998.0,21.1,5285.0,36234746.081
2018-01-18,11924.0,68609200.0,1700.6,2612076877.64,0.1,510.67,13746.0,22.3,14008.0,100976626.355
2018-01-19,1689.0,59753700.0,597.0,2677234034.38,0.1,347.4623106,2810.0,22.85,3054.0,19269317.6193
2018-01-20,2722.0,60581300.0,1070.0,2727786137.18,0.1,41.8431883194,6050.0,23.27,6359.0,12712352.4048
2018-01-21,2367.0,48303200.0,984.2,2981127486.13,0.1,56.2698635107,5122.0,25.43,5474.0,14731254.3739
2018-01-22,4049.0,46743700.0,1101.6,2616534125.45,0.1,64.699,6636.0,22.31,6958.0,21784020.4331
2018-01-23,1705.0,68285400.0,541.6,2502690841.51,0.1,145.284237124,2776.0,21.33,2992.0,12899515.3528
2018-01-24,1875.0,44024700.0,524.3,2567115905.34,0.1,114.52999946,2863.0,21.88,3089.0,15579240.9097
2018-01-25,1609.0,40204100.0,420.9,2637079082.94,0.1,133.103360758,2469.0,22.47,2631.0,10930414.7576
2018-01-26,2546.0,83297104.0,741.9,2648340206.24,0.1,86.8755412464,4459.0,22.56,4627.0,353195581.215
2018-01-27,2466.0,55110400.0,874.0,2509211720.79,0.1,43.0356139716,4860.0,21.36,5124.0,11639848.079
2018-01-28,2258.0,37791200.0,777.7,2741414353.93,0.1,43.5643940926,5297.0,23.33,5489.0,11526011.2429
2018-01-29,3565.0,34448300.0,966.3,2735483915.37,0.1,49.0832286408,7123.0,23.28,7309.0,10540201.7828
2018-01-30,2039.0,50405900.0,564.8,2653994528.4,0.1,154.737842309,3138.0,22.58,3337.0,18042318.6626
2018-01-31,3400.0,309340000.0,948.5,2557253668.74,0.1,1089.291765,6725.0,21.75,6933.0,85641756.1873
2018-02-01,3533.0,87605504.0,854.4,3102007138.74,0.1,511.719280439,5704.0,26.37,5900.0,30385209.8529
2018-02-02,1824.0,75701400.0,442.3,2618499938.0,0.1,996.96732,3093.0,22.25,3206.0,29259112.0705
2018-02-03,2632.0,48285400.0,731.3,2542676209.08,0.1,40.933586196,5223.0,21.6,5380.0,10951685.0167
2018-02-04,2030.0,34650700.0,792.1,2725075482.31,0.1,39.8306262415,4601.0,23.15,4845.0,13918316.3536
2018-02-05,5626.0,45445800.0,1181.5,2322061142.74,0.1,101.915082464,9395.0,19.72,9597.0,24815051.2769
2018-02-06,2968.0,55712200.0,698.3,1790583100.5,0.1,302.48,5313.0,15.2,5436.0,20564487.4621
2018-02-07,2037.0,44932000.0,498.4,2128326868.9,0.1,178.794,3464.0,18.06,3596.0,15309809.8701
2018-02-08,3632.0,83927600.0,586.3,2149857509.95,0.1,8.6796229248,4763.0,18.24,4869.0,15699201.6976
2018-02-09,2244.0,84338000.0,597.2,2721584487.42,0.1,580.888347262,3972.0,23.08,4108.0,25715902.4806
2018-02-10,3553.0,105683000.0,974.5,3226139034.84,0.1,96.5400403032,7615.0,27.36,7808.0,28596173.0364
2018-02-11,2710.0,58193200.0,757.4,3226346254.22,0.1,45.4535982893,6004.0,27.35,6130.0,18745875.3134
2018-02-12,4768.0,58563000.0,1042.5,3011434740.38,0.1,55.3824680156,7855.0,25.52,8044.0,11019634.1228
2018-02-13,2328.0,70524496.0,588.5,3314870389.8,0.1,150.333730186,3975.0,28.08,4118.0,36955085.2486
2018-02-14,1640.0,68051000.0,454.8,3065253482.32,0.1,758.571707751,2868.0,25.96,3004.0,24057239.6705
2018-02-15,2197.0,95799000.0,630.7,3342455635.89,0.1,446.271798733,3677.0,28.3,3860.0,431432049.603
2018-02-16,2197.0,72607000.0,508.3,3780912975.7,0.1,357.76,3603.0,32.0,3719.0,20504521.1304
2018-02-17,4228.0,160432000.0,1036.2,3787159818.89,0.1,159.740164785,8082.0,32.05,8242.0,66292790.3987
2018-02-18,3047.0,120072000.0,835.3,3926692266.29,0.1,119.57948669,6923.0,33.22,7050.0,47892250.0566
2018-02-19,5350.0,118805000.0,987.4,3028809846.09,0.1,115.791,8794.0,29.69,8894.0,42604023.916
2018-02-20,3687.0,246763008.0,869.7,3068635584.44,0.1,1804.8,6637.0,30.08,6767.0,86916970.7501
2018-02-21,2403.0,115332000.0,752.3,2661018375.52,0.1,1170.094,4623.0,26.06,4829.0,53821892.6683
2018-02-22,1847.0,85276200.0,530.8,2283132141.45,0.1,555.138428,3248.0,22.36,3434.0,252446847.173
2018-02-23,1551.0,67264304.0,399.5,2185034920.09,0.1,254.402388522,2565.0,21.39,2680.0,12781382.5856
2018-02-24,2686.0,49191700.0,736.5,2297789772.93,0.1,38.0594305092,6415.0,22.48,6506.0,18313889.3459
2018-02-25,3126.0,38564100.0,790.0,2127576476.09,0.1,23.8177783444,6950.0,20.81,7017.0,14201001.5987
2018-02-26,4520.0,43196600.0,929.8,2040406805.75,0.1,37.905,8488.0,19.95,8565.0,13245996.6285
2018-02-27,1895.0,40475100.0,387.6,2116832430.5,0.1,189.55951041,3116.0,20.69,3188.0,43698511.4483
2018-02-28,1495.0,38836200.0,352.9,2055850103.47,0.1,161.7245,2459.0,20.09,2566.0,13753303.9767
2018-03-01,1295.0,68475904.0,284.8,1877944836.79,0.1,456.666,2158.0,18.34,2227.0,9739464.97535
2018-03-02,1388.0,34726800.0,279.1,2056272872.96,0.1,115.373935212,2241.0,20.08,2296.0,11405390.5088
2018-03-03,2432.0,28552100.0,621.4,1978443377.55,0.1,31.167339389,5374.0,19.31,5458.0,8360786.35696
2018-03-04,2597.0,23813000.0,778.3,1937252294.57,0.1,54.81,5613.0,18.9,5766.0,6903744.52415
2018-03-05,3898.0,29052100.0,669.0,1947737130.5,0.1,29.43589725,5810.0,19.0,5898.0,11682140.7797
2018-03-06,1477.0,27948900.0,353.0,1889175378.07,0.1,219.7506,2380.0,18.42,2467.0,11107570.771
2018-03-07,1379.0,34286700.0,366.9,1726628122.39,0.1,218.677979352,2479.0,16.83,2566.0,9731068.1889
2018-03-08,3934.0,36030300.0,729.4,1599428243.52,0.1,22.2225542555,5754.0,15.59,5852.0,14079691.3513
2018-03-09,1351.0,30244000.0,341.6,1532567793.47,0.1,285.920753562,2516.0,14.93,2602.0,10873851.2491
2018-03-10,2330.0,17287800.0,550.4,1585732393.26,0.1,25.457021924,4564.0,15.44,4650.0,4941638.42495
2018-03-11,2129.0,20241700.0,664.8,1454573788.42,0.1,21.0968971284,5668.0,14.16,5762.0,8820831.53339
2018-03-12,4152.0,21335400.0,749.5,1524921594.49,0.1,26.9964330118,7005.0,14.84,7054.0,4952905.22667
2018-03-13,971.0,16983600.0,252.7,1449028024.15,0.1,280.308,1587.0,14.1,1645.0,4983605.08182
2018-03-14,1547.0,22923900.0,353.0,1439999813.77,0.1,70.05,2660.0,14.01,2735.0,7642123.91274
2018-03-15,1528.0,35374200.0,341.8,1206854134.88,0.1,232.54725,2778.0,11.73,2842.0,12044377.7336
2018-03-16,1239.0,30103400.0,260.3,1361751973.81,0.1,129.654,2023.0,13.23,2077.0,7400059.49755
2018-03-17,3289.0,20557200.0,785.2,1350908454.23,0.1,14.7125570304,6812.0,13.12,6876.0,6764817.31245
2018-03-18,1962.0,26947100.0,460.0,1261150785.0,0.1,36.5859167625,3760.0,12.25,3820.0,14153845.6535
2018-03-19,4638.0,25454300.0,786.0,1262271286.02,0.1,23.294,7070.0,12.26,7145.0,6258910.30184
