,activeaddresses,exchangevolume(usd),fees,marketcap(usd),medianfee,mediantxvalue(usd),price(usd),txcount,txvolume(usd)
2018-01-27,3679.0,39528900.0,3.4638677,895147365.532,0.001,0.0895,8.95,4931.0,3701323.89092
2018-01-28,8621.0,34527300.0,67.65650936,916625226.087,0.01,0.0031964786,9.17,12192.0,7254777.39512
2018-01-29,5826.0,33554900.0,19.46446159,919297540.758,0.001,3.55653e-05,9.19,20660.0,3538881.54824
2018-01-30,5523.0,29051000.0,26.32975,870891268.068,0.001,2.49977e-05,8.71,25597.0,11909797.0199
2018-01-31,3933.0,27535700.0,6.995361,762889722.656,0.001,0.00763,7.63,6485.0,2208666.91199
2018-02-01,8683.0,27774000.0,64.75042588,769460884.558,0.01,0.011206118,7.7,10706.0,3548089.09577
2018-02-02,3614.0,26726300.0,5.77932169,665216661.29,0.001,0.668325,6.65,5196.0,5360553.74551
2018-02-03,3951.0,23023200.0,6.85951992,620608479.638,0.001,6.96141e-05,6.21,8060.0,2259600.31451
2018-02-04,10162.0,25765100.0,81.97937836,664163108.014,0.001,5.18584e-05,6.64,24412.0,1805603.73145
2018-02-05,5611.0,22395200.0,30.53150668,570429000.0,0.001,2.10128e-05,5.71,21534.0,5987959.89192
2018-02-06,5566.0,20248500.0,24.24361782,453880667.984,0.001,1.39378e-05,4.54,25036.0,4820822.41759
2018-02-07,5185.0,16135000.0,23.606864,501154231.388,0.001,1.38276e-05,5.01,23957.0,3894756.50615
2018-02-08,11105.0,31567200.0,88.61363275,491701978.495,0.001,2.22876e-05,4.92,33532.0,1311300.62024
2018-02-09,6100.0,24332800.0,18.57225102,560239205.298,0.001,2.3296e-05,5.6,18734.0,2764199.35125
2018-02-10,3273.0,29552400.0,5.42683,606421657.343,0.001,0.86052,6.06,5373.0,4055057.87747
2018-02-11,8423.0,21599600.0,70.07784043,572078715.596,0.01,0.0014718132,5.72,11879.0,2413059.03261
2018-02-12,3532.0,20167600.0,2.76834044,549339765.734,0.001,0.0681118497,5.49,4630.0,2706609.79567
2018-02-13,2613.0,17030400.0,2.653236,574444850.0,0.001,5.74,5.74,3514.0,5839227.786
2018-02-14,2600.0,20068500.0,2.647843,559336967.29,0.001,6.345921166,5.59,3458.0,1589922.98194
2018-02-15,9530.0,61670200.0,68.92634599,642153539.033,0.001,0.00642,6.42,12957.0,6814190.41415
2018-02-16,4580.0,44143700.0,8.90322327,800043544.304,0.001,0.00922064,8.0,7875.0,6007967.5176
2018-02-17,3685.0,34458200.0,3.30385503,788186948.98,0.001,1.0601096778,7.88,4836.0,4220044.58981
2018-02-18,8976.0,40081300.0,72.3953525,783903299.735,0.01,0.002148356,7.84,12992.0,3906198.72034
2018-02-19,3626.0,37813100.0,3.20535452,754216891.358,0.001,7.5102147757,7.54,4698.0,3275912.78349
2018-02-20,3302.0,46087500.0,3.49785288,809575330.012,0.001,23.728359753,8.1,4450.0,16095322.3359
2018-02-21,3980.0,39877300.0,4.625856,802257037.139,0.001,8.9022603906,8.02,5459.0,5655061.68073
2018-02-22,11330.0,28774100.0,73.50122087,726023170.213,0.001,0.00726,7.26,16058.0,8569562.42298
2018-02-23,5572.0,24788900.0,11.55635873,658420145.185,0.001,0.00658,6.58,11030.0,3021077.94641
2018-02-24,4148.0,20271100.0,8.3853503,675506250.0,0.001,0.00675,6.75,9255.0,3242420.07742
2018-02-25,10399.0,20420000.0,85.01936087,655602761.171,0.001,6.0516e-05,6.56,25370.0,3697060.19022
2018-02-26,12891.0,21780800.0,27.3643706,649176295.522,0.001,5.09465e-05,6.49,29159.0,4553965.63203
2018-02-27,5938.0,23597200.0,21.88357187,670894106.222,0.001,2.83833e-05,6.71,22864.0,4151928.80841
2018-02-28,4767.0,23822800.0,6.388873,661791612.083,0.001,0.0331,6.62,7219.0,6275893.29698
2018-03-01,9529.0,23214300.0,11.04668494,629867168.675,0.001,0.0063,6.3,12537.0,6591973.67332
2018-03-02,4242.0,19421300.0,6.60635326,662760803.892,0.001,0.0396332781,6.63,6136.0,2575320.08966
2018-03-03,2589.0,19895900.0,2.502886,666357130.435,0.001,1.1840806008,6.66,3385.0,1673685.00565
2018-03-04,9424.0,22357700.0,74.68840998,689460002.915,0.001,0.001098266,6.89,14746.0,1837637.42704
2018-03-05,5772.0,26863300.0,6.81490758,685832311.111,0.001,0.0343,6.86,8639.0,1813968.93975
2018-03-06,2990.0,23312400.0,3.643708,676525048.544,0.001,0.9191273884,6.76,4078.0,1690798.78318
2018-03-07,2836.0,27654600.0,2.88691598,615567510.467,0.001,7.117621896,6.16,3889.0,4068260.50597
2018-03-08,9169.0,31160000.0,10.26892203,620178500.852,0.001,0.009595368,6.2,11062.0,7581634.53474
2018-03-09,3857.0,25548400.0,6.73327324,584051646.259,0.001,0.00584,5.84,5527.0,3273005.95872
2018-03-10,4470.0,18057800.0,5.83294001,586919618.018,0.001,0.02935,5.87,6768.0,1033456.40981
2018-03-11,9414.0,21654300.0,78.19345025,551640732.203,0.01,0.0015503472,5.52,12859.0,2074417.57822
2018-03-12,3565.0,25160400.0,3.4509626,588359333.333,0.001,0.0020970432,5.88,5361.0,1067018.2994
2018-03-13,4778.0,22695500.0,6.32375897,555619000.0,0.001,0.0278,5.56,6923.0,8087812.84593
2018-03-14,6990.0,22462700.0,9.271966,555109216.867,0.001,0.02775,5.55,10172.0,3436117.50825
2018-03-15,10602.0,24144400.0,12.78447222,497839724.138,0.001,0.0059646456,4.98,13959.0,3367767.81195
2018-03-16,4438.0,21433900.0,11.92133031,521665544.91,0.001,5.22,5.22,10379.0,3864067.10393
2018-03-17,4785.0,19627900.0,11.78697773,500805468.547,0.001,5.01,5.01,13418.0,1314221.60709
2018-03-18,9990.0,22563500.0,84.10907944,457806829.932,0.001,0.0082464274,4.58,22755.0,3431749.83917
2018-03-19,6605.0,19329400.0,26.27297756,438902139.583,0.001,0.00439,4.39,27800.0,2596278.76294
2018-03-20,3854.0,23723900.0,21.18657401,485474372.51,0.001,4.8209e-05,4.85,21826.0,2421881.23006
2018-03-21,3470.0,21143800.0,22.85100105,503326950.0,0.001,4.0743e-05,5.03,22927.0,1978188.39419
2018-03-22,10545.0,20288200.0,28.13998031,500435550.936,0.001,0.0013451,5.0,29145.0,1519350.9185
2018-03-23,7640.0,18434200.0,111.91542445,482076914.894,0.001,9.64,4.82,100173.0,4890092.6854
2018-03-24,7066.0,22757700.0,155.8669953,476672000.0,0.001,14.30523,4.77,149558.0,4699420.30283
2018-03-25,12574.0,20281200.0,176.46500031,469633122.363,0.001,9.4,4.7,114387.0,2950654.38024
2018-03-26,6952.0,18962800.0,97.9310006,472690772.21,0.001,14.18527,4.73,92438.0,4302498.10021
2018-03-27,5912.0,18969500.0,258.96420098,437374267.64,0.001,13.10563,4.37,62197.0,2549539.64567
2018-03-28,4924.0,20722100.0,167.806001,412077552.941,0.001,12.35588,4.12,167714.0,4870540.57704
2018-03-29,11045.0,19824800.0,97.29050633,425677902.439,0.001,12.77574,4.26,95527.0,5351911.46841
2018-03-30,6139.0,18422800.0,71.46349744,367212203.911,0.001,11.00633,3.67,64711.0,2025150.84746
2018-03-31,6393.0,16178400.0,35.47201347,357898418.733,0.001,10.73642,3.58,37224.0,985081.983971
2018-04-01,12651.0,17474100.0,1152.21922339,363107131.805,0.001,7.26,3.63,78483.0,1905928.03001
2018-04-02,7222.0,21036900.0,102.76002999,350793694.149,0.001,10.52649,3.51,99246.0,3972997.93958
2018-04-03,5093.0,25762400.0,45.88542398,375755832.099,0.001,11.28,3.76,46656.0,3175191.07834
2018-04-04,7543.0,16433600.0,191.913022,405773944.598,0.001,12.17594,4.06,70470.0,2577072.14068
2018-04-05,12805.0,18183800.0,62.70253035,360588297.753,0.001,7.22,3.61,63820.0,1740141.2842
2018-04-06,6860.0,14229200.0,98.29402546,353078097.345,0.001,10.58647,3.53,99407.0,2735726.83961
2018-04-07,5937.0,18526000.0,77.54253554,339728957.746,0.001,10.2,3.4,74807.0,2094616.43356
2018-04-08,12368.0,16253800.0,1152.14703305,354886868.132,0.001,7.1,3.55,68258.0,1580747.67743
2018-04-09,6750.0,15736200.0,63.06554003,364330432.277,0.001,10.91636,3.64,64381.0,2847700.17934
2018-04-10,7673.0,16422300.0,73.14352804,348427047.091,0.001,10.43652,3.48,73925.0,2798819.2027
2018-04-11,5126.0,19941700.0,66.71752302,361234034.121,0.001,10.83,3.61,67261.0,3541311.92809
2018-04-12,13471.0,21516200.0,95.401031,380218705.036,0.001,7.6,3.8,58296.0,2213905.29892
2018-04-13,8520.0,26641100.0,55.95652242,416822944.316,0.001,12.50583,4.17,52852.0,2935612.07983
2018-04-14,7886.0,26077800.0,80.85654556,430686461.373,0.001,12.92569,4.31,73764.0,3160197.96825
2018-04-15,17003.0,26946800.0,1198.73254697,467131254.582,0.001,9.34,4.67,108096.0,4413750.3734
2018-04-16,10405.0,26720800.0,48.55555212,491208827.801,0.001,9.82,4.91,50484.0,3560006.57667
2018-04-17,7742.0,28594800.0,89.19144401,484550010.616,0.001,14.54515,4.85,89650.0,5632308.57782
2018-04-18,12519.0,29511600.0,45.80304398,471225509.091,0.001,9.42,4.71,46940.0,3655570.91963
2018-04-19,12100.0,30285200.0,131.09700346,497019956.023,0.001,14.90503,4.97,128042.0,5663740.3549
2018-04-20,9075.0,36027400.0,83.68655745,523931694.6,0.001,15.71476,5.24,81904.0,3831215.2006
2018-04-21,8362.0,28699900.0,122.92605203,536360108.738,0.001,16.07464,5.36,124178.0,5112924.5428
2018-04-22,14024.0,26916600.0,1165.03155804,514682847.49,0.001,10.3,5.15,68395.0,2640350.34282
2018-04-23,9431.0,30460200.0,58.48556944,515966589.928,0.001,15.47484,5.16,61258.0,4123747.64469
2018-04-24,11850.0,36611400.0,57.69915096,555964727.88,0.001,11.12,5.56,58437.0,3793364.49186
2018-04-25,8064.0,29605200.0,48.69813,595097023.576,0.001,17.84405,5.95,49739.0,3645815.14871
2018-04-26,14166.0,30401600.0,98.189052,513681853.309,0.001,15.41486,5.14,94466.0,4354577.99188
2018-04-27,5850.0,27561500.0,108.15703895,558717954.463,0.001,16.76441,5.59,109911.0,5698991.14881
2018-04-28,8571.0,74545904.0,155.22815804,546952508.527,0.001,16.40453,5.47,150161.0,13769057.9017
2018-04-29,24612.0,124324000.0,1191.91506681,646135466.476,0.001,19.38,6.46,95367.0,45518375.2131
2018-04-30,8202.0,52958700.0,84.79251307,700912244.411,0.001,21.02299,7.01,86085.0,13677679.547
2018-05-01,4966.0,36221300.0,111.019901,672011824.047,0.001,20.15328,6.72,111805.0,8460221.07673
2018-05-02,7484.0,43600200.0,140.02419201,681398923.592,0.001,20.42319,6.81,142093.0,11106573.1229
2018-05-03,14761.0,46859200.0,70.30654258,745013320.562,0.001,14.9,7.45,68266.0,8847820.41506
2018-05-04,6365.0,39694400.0,63.14553203,782856990.933,0.001,23.48217,7.83,60243.0,11871730.863
2018-05-05,4239.0,34997800.0,65.72050044,770964286.104,0.001,23.12229,7.71,65743.0,6744406.18823
2018-05-06,13442.0,29302600.0,1170.97551597,733583890.647,0.001,14.68,7.34,71735.0,4681849.28131
2018-05-07,8647.0,30819700.0,82.12651005,694603453.453,0.001,20.84305,6.95,82279.0,6103524.26404
2018-05-08,5360.0,29039900.0,64.5215,666692075.153,0.001,20.00333,6.67,63584.0,4455133.75541
2018-05-09,7616.0,31702700.0,116.7755,648340900.149,0.001,19.43352,6.48,115774.0,5984087.38208
2018-05-10,11737.0,30911200.0,117.70950462,668873013.889,0.001,13.38,6.69,114258.0,6908618.52048
2018-05-11,8177.0,30847200.0,101.96846086,646462093.489,0.001,19.40353,6.47,97204.0,6682564.90105
2018-05-12,5156.0,27323400.0,143.6595,596282668.81,0.001,17.87404,5.96,139471.0,6442245.55546
2018-05-13,13614.0,29907500.0,1186.04601035,625212138.508,0.001,12.5,6.25,78283.0,5194291.39631
2018-05-14,7023.0,32230800.0,85.23406777,660185000.0,0.001,19.7934,6.6,86001.0,4495278.11111
2018-05-15,5339.0,32033500.0,62.97440098,660456097.561,0.001,19.7934,6.6,62092.0,5307576.05793
2018-05-16,8155.0,29288500.0,53.57402,613829278.049,0.001,18.41386,6.14,53292.0,12066533.107
2018-05-17,14510.0,27222400.0,72.11450359,617126180.243,0.001,12.34,6.17,69029.0,6477951.80548
2018-05-18,8359.0,30762400.0,83.40000256,578150241.722,0.001,17.33422,5.78,80925.0,6696288.85064
2018-05-19,7398.0,29222600.0,120.8655,605112796.61,0.001,18.14395,6.05,120856.0,10022745.5298
2018-05-20,14393.0,28313700.0,1212.47051317,591131441.516,0.001,11.81409,5.91,84245.0,4312342.44888
2018-05-21,7361.0,30064300.0,116.98301019,606515870.242,0.001,18.20393,6.07,117412.0,7055465.93312
2018-05-22,7769.0,31049600.0,86.16173901,578302236.641,0.001,17.33422,5.78,86471.0,17264470.0633
2018-05-23,8131.0,23755200.0,72.608922,525194701.987,0.001,10.5,5.25,73984.0,19042463.2878
2018-05-24,14536.0,23032900.0,110.43743869,452928623.95,0.001,9.06,4.53,108183.0,7086093.71666
2018-05-25,5771.0,20935600.0,54.60826144,477092838.926,0.001,14.30523,4.77,53033.0,3924593.67168
2018-05-26,5701.0,21695600.0,71.1432429,446480621.005,0.001,8.92,4.46,67998.0,3614550.86359
2018-05-27,10977.0,20537400.0,1207.86301261,438777379.147,0.001,8.78,4.39,79824.0,3245002.56638
2018-05-28,6472.0,22225000.0,112.86149879,422021696.658,0.001,8.44,4.22,115524.0,5221884.80084
2018-05-29,5378.0,24131500.0,83.34098296,388709378.19,0.001,11.66611,3.89,84531.0,3078849.30837
2018-05-30,5148.0,29197700.0,131.21736,430752335.821,0.001,8.62,4.31,132070.0,7249408.12785
2018-05-31,12118.0,32115900.0,61.68808858,401690622.328,0.001,8.04,4.02,59679.0,6183473.15804
2018-06-01,5858.0,26609800.0,76.20917608,421229728.365,0.001,8.42,4.21,75434.0,2511944.05349
2018-06-02,5448.0,25845600.0,110.41456171,415655259.259,0.001,8.32,4.16,111620.0,3464519.37954
2018-06-03,11983.0,27913200.0,1204.27513554,431245020.548,0.001,8.62,4.31,73407.0,2917873.24487
2018-06-04,6097.0,27343200.0,42.94544719,440785922.33,0.001,8.82,4.41,44242.0,2645194.43172
2018-06-05,5532.0,26460700.0,42.60881798,411909398.148,0.001,8.24,4.12,44062.0,3301303.69098
2018-06-06,5491.0,24931200.0,62.08346608,432685273.148,0.001,8.66,4.33,59491.0,3447123.28844
2018-06-07,12182.0,29436400.0,139.746554,432527896.476,0.001,8.66,4.33,78720.0,4507697.89276
2018-06-08,6893.0,42605100.0,101.98897406,455144772.727,0.001,9.1,4.55,95415.0,9790279.65355
2018-06-09,4810.0,29148000.0,57.133711,462409260.274,0.001,13.85538,4.62,52144.0,4651426.04671
2018-06-10,10274.0,22437400.0,1213.40569132,437745937.008,0.001,8.76,4.38,69158.0,4214923.51136
2018-06-11,5824.0,20485500.0,57.31836562,380874632.391,0.001,7.62,3.81,57690.0,2325481.03621
2018-06-12,1661.0,23858900.0,17.28340296,389529259.155,0.001,0.0252893568,3.89,1869.0,1234004.12606
2018-06-13,8465.0,28242000.0,12.47500117,355876601.227,0.001,0.0052516764,3.56,2190.0,4846557.86121
2018-06-14,1559.0,28851400.0,1.9655,325357681.564,0.001,11.375,3.25,1959.0,1703352.56836
2018-06-15,2321.0,21531500.0,5.18497602,357770754.386,0.001,1.5751849998,3.58,3069.0,1647545.54094
2018-06-16,2196.0,21571600.0,1.295186,340848662.824,0.001,0.0233996246,3.41,2456.0,659879.563111
2018-06-17,7785.0,16771900.0,1161.90700417,347705223.529,0.15,0.0015306606,3.48,9657.0,718697.477585
2018-06-18,3205.0,21505300.0,1.47067003,339007409.836,1e-06,0.00339,3.39,3604.0,1246529.29881
2018-06-19,2524.0,21524600.0,2.398568,370027750.0,0.001,0.0037,3.7,2808.0,929284.422887
2018-06-20,3037.0,25665000.0,2.3821842,360477729.73,0.001,0.023046444,3.6,2991.0,3183631.58122
2018-06-21,9518.0,23635000.0,5.40019157,369990593.22,0.001,0.0037,3.7,3183.0,1928199.36986
2018-06-22,4121.0,20929600.0,5.50869542,353810876.712,1e-05,0.0164067318,3.54,4454.0,2773981.6564
2018-06-23,2610.0,22509900.0,5.79419142,290536187.713,0.001,0.00291,2.91,2636.0,1505563.69095
2018-06-24,9915.0,20921300.0,1174.72570207,293048653.137,0.15,0.0027026906,2.93,11513.0,2038143.29956
2018-06-25,7034.0,20366700.0,5.15721358,270834660.65,0.001,0.0174524,2.71,6998.0,902334.881167
2018-06-26,6388.0,17806900.0,5.43030808,276761651.163,0.001,0.00277,2.77,5641.0,1091407.79979
2018-06-27,3573.0,39263300.0,3.2895,258879256.228,0.001,0.02049328435,2.59,2095.0,1773476.32591
2018-06-28,11245.0,25903200.0,6.6620456,279417401.575,0.001,0.00279,2.79,3870.0,1069364.36199
2018-06-29,4837.0,16409900.0,2.77715244,254653160.92,0.001,0.00255,2.55,3433.0,1703283.5531
2018-06-30,3225.0,32676600.0,5.483224,259195136.986,0.001,0.0083351121,2.59,3268.0,1170630.32117
2018-07-01,1550.0,16877300.0,1.66300142,293414912.587,0.001,0.1465,2.93,1645.0,561267.845374
2018-07-02,8387.0,19161600.0,1176.71201318,286379800.643,0.15,0.0015280408,2.86,10420.0,753149.984993
2018-07-03,1387.0,18132300.0,2.16460284,310892544.85,0.001,3.11,3.11,1599.0,663536.997935
2018-07-04,2036.0,13212500.0,20.753877,300397324.415,0.001,0.03,3.0,2209.0,903048.951188
2018-07-05,10650.0,13352800.0,6.84423763,302092764.505,0.001,0.00604,3.02,4400.0,594963.052702
2018-07-06,3588.0,15700300.0,5.36268949,295194680.135,0.001,0.00813121775,2.95,3687.0,1361112.16012
2018-07-07,3466.0,13137700.0,2.379231,298677238.411,0.001,0.00299,2.99,3452.0,388813.342561
2018-07-08,10639.0,11797800.0,1197.23774138,302572235.294,0.15,0.00196427325,3.03,11954.0,427956.535635
2018-07-09,4470.0,11281800.0,31.20374455,301957148.649,1e-06,0.00302,3.02,4684.0,413845.626574
2018-07-10,2958.0,12811600.0,25.41300744,296851500.0,0.001,0.01062073485,2.97,2773.0,876318.972256
2018-07-11,2220.0,11540600.0,24.014,267902095.941,0.001,0.2114377156,2.68,1972.0,728763.918418
2018-07-12,9113.0,11593800.0,21.27100409,273022923.664,0.001,0.0032630052,2.73,2124.0,734684.618679
2018-07-13,2718.0,10483400.0,27.48801199,263368003.731,0.001,2.63e-08,2.63,6506.0,526597.372973
2018-07-14,4120.0,10825100.0,17.033,268322574.545,0.001,0.00268,2.68,1447.0,300184.464735
2018-07-15,9236.0,8995280.0,1188.05200157,274604438.406,0.15,0.0017963,2.75,9112.0,471393.697442
2018-07-16,2949.0,12620400.0,17.87851331,276098907.85,0.001,0.0276,2.76,2723.0,510224.150049
2018-07-17,1484.0,16767700.0,66.8865,291970051.282,0.001,3.504,2.92,2239.0,1351178.10909
2018-07-18,2197.0,20361000.0,182.859122,310670824.675,0.001,0.01698061555,3.11,3460.0,1726876.52527
2018-07-19,9620.0,14912200.0,258.53550416,307949020.69,0.001,0.0032702824,3.08,5297.0,1703688.67507
2018-07-20,3611.0,17149900.0,3.785,290266759.582,0.001,0.029,2.9,2525.0,1890736.37009
2018-07-21,2029.0,13783100.0,5.21,287147907.85,0.001,0.17794977235,2.87,1184.0,466315.657447
2018-07-22,1048.0,16725400.0,1.515,293501829.091,0.001,33.5387930272,2.93,1495.0,2472509.30221
2018-07-23,8790.0,14873300.0,6.7515,275984723.247,0.001,0.0015898014,2.76,2241.0,1544078.50275
2018-07-24,1244.0,16611800.0,2.107,271444278.81,0.001,88.4543476428,2.71,2035.0,1696796.74077
2018-07-25,1169.0,13165000.0,2.318,265655764.706,0.001,18.62,2.66,1693.0,855544.973284
2018-07-26,8688.0,11437500.0,5.626,271108810.606,0.001,0.0040462197,2.71,1771.0,986227.308208
2018-07-27,2274.0,11130900.0,2.44530294,264385082.707,0.001,5.26944,2.64,2580.0,636575.466055
2018-07-28,1833.0,13859200.0,5.301,267304858.209,0.001,5.32932,2.67,1543.0,412193.697765
2018-07-29,7187.0,12122400.0,5.148,271479853.383,0.001,0.0011748392,2.71,1252.0,269082.391511
2018-07-30,2405.0,13146100.0,2.7295,266190443.58,0.001,0.0565327406,2.66,2501.0,759675.177784
2018-07-31,1157.0,8515840.0,3.559,257507493.671,0.001,132.57703258,2.57,3464.0,1592395.97311
2018-08-01,1533.0,6048860.0,5.8045,237417371.681,0.001,135.09,2.37,4557.0,1978057.11243
2018-08-02,9103.0,14925900.0,9.61426316,226630074.074,0.001,0.0087635847,2.27,4362.0,3891541.74948
2018-08-03,2021.0,8055990.0,5.195306,187805902.703,0.001,44.7566131456,1.88,5282.0,1783082.6847
2018-08-04,1619.0,4921980.0,6.5135,185908021.978,0.001,46.5,1.86,2507.0,991187.481088
2018-08-05,7445.0,3437270.0,6.4685,181756684.492,0.001,0.0014547624,1.82,2251.0,777930.833435
2018-08-06,2024.0,3375840.0,3.3485,187388306.011,0.001,9.35,1.87,3138.0,836856.705712
2018-08-07,1411.0,5663310.0,2.484,184415045.455,0.001,33.12,1.84,2386.0,879948.520917
2018-08-08,1665.0,5172200.0,3.2555,175607142.857,0.001,1.76,1.76,3061.0,801405.791084
2018-08-09,8653.0,4029810.0,7.556,168127415.73,0.001,0.005382972,1.68,3134.0,630159.461752
2018-08-10,1447.0,7980710.0,3.49080753,177620738.636,0.001,16.019923638,1.78,3430.0,1551898.54823
2018-08-11,2141.0,8951110.0,7.177,175325000.0,0.001,7.0597170875,1.75,3981.0,1585116.81764
2018-08-12,7648.0,14883600.0,6.7565,182412592.233,0.001,0.0020397104,1.82,2660.0,2498336.80105
2018-08-13,2223.0,14084200.0,2.6135,207016560.0,0.001,2.0377476405,2.07,2407.0,3401851.9336
2018-08-14,2198.0,5098890.0,2.706,199713978.495,0.001,2.74487378,2.0,2355.0,4747282.69893
2018-08-15,981.0,4133930.0,2.9735,186072492.308,0.001,152.649781984,1.86,1983.0,1052913.79696
2018-08-16,10038.0,3398700.0,7.323,195046760.204,0.001,0.0038493195,1.95,3406.0,3247824.91194
2018-08-17,2146.0,4178410.0,7.67,196185972.093,0.001,0.0392,1.96,2483.0,641643.466266
2018-08-18,1325.0,3680330.0,2.884,215499619.048,0.001,0.00197413,2.15,2671.0,411449.389489
2018-08-19,7808.0,2950140.0,6.038806,210392777.778,0.001,0.000631428,2.1,2161.0,592280.484381
2018-08-20,2379.0,2726180.0,2.547,216156521.739,0.001,0.0438968592,2.16,2298.0,1224904.37126
2018-08-21,1443.0,3416780.0,1.7245,206894093.023,0.001,0.16382432295,2.07,1606.0,561848.629635
2018-08-22,830.0,4456740.0,0.9145,214553300.971,0.001,6.4457,2.15,862.0,1190982.27141
2018-08-23,8581.0,3023120.0,5.554,204823497.758,0.001,0.0020006155,2.05,1446.0,343514.658314
2018-08-24,5469.0,2707400.0,6.0975,223284253.219,0.001,49.8000973618,2.23,5767.0,16022710.5669
2018-08-25,1250.0,2680160.0,4.7295,232819548.936,0.001,0.233,2.33,956.0,309839.041383
2018-08-26,7406.0,2718070.0,5.2105,234477309.417,0.001,0.0005898265,2.35,1177.0,6871904.86814
2018-08-27,2463.0,2686800.0,2.498,222230880.0,0.001,0.0053543736,2.22,1929.0,3768872.7541
2018-08-28,1534.0,3538880.0,2.5244,224681828.194,0.001,9.9747,2.25,2139.0,2066867.84029
2018-08-29,1050.0,4047970.0,1.6005,227300931.193,0.001,6.5212572485,2.27,1538.0,1137095.94019
2018-08-30,8768.0,4123340.0,5.505,217729596.154,0.001,0.00218,2.18,1495.0,612932.688956
2018-08-31,3101.0,4609450.0,3.38781365,208254654.206,0.001,0.0440117184,2.08,2799.0,447754.031649
2018-09-01,7740.0,3682020.0,9.7195,213906495.495,0.001,0.00428,2.14,2663.0,433263.513506
2018-09-02,29928.0,3322720.0,18.5415,222284830.189,0.001,0.0029814933,2.22,4040.0,1039000.96118
2018-09-03,69283.0,3960510.0,39.623,212703901.345,0.001,0.00213,2.13,8009.0,597858.853302
2018-09-04,8936.0,5207530.0,8.44827387,223053326.087,0.001,0.00223,2.23,7300.0,1354712.06152
2018-09-05,43561.0,3111260.0,33.5155,230240350.0,0.001,0.0023,2.3,21674.0,986250.214871
2018-09-06,12346.0,2827340.0,8.3315,199950505.051,0.001,0.00305262,2.0,2218.0,1307608.6642
2018-09-07,26472.0,4811480.0,24.6203213,198313851.064,0.001,0.00198,1.98,21430.0,785335.674294
2018-09-08,5696.0,4906060.0,5.545,189193871.134,0.001,0.00378,1.89,4612.0,1469641.30496
2018-09-09,29767.0,4012510.0,30.397,194051871.658,0.001,0.00194,1.94,20887.0,1385653.36476
2018-09-10,9991.0,24734100.0,9.6555,187026484.979,0.001,0.00187,1.87,6766.0,5147248.47666
2018-09-11,10787.0,17277700.0,9.156,232210054.054,0.001,0.00232,2.32,5967.0,3743622.88029
2018-09-12,5261.0,9690340.0,4.6925,221966303.571,0.001,0.00444,2.22,3017.0,1528360.74851
2018-09-13,14626.0,16952500.0,9.271,224401180.328,0.001,0.00448,2.24,2956.0,1043167.38026
2018-09-14,4336.0,8482650.0,4.34837439,246237406.114,0.001,0.0095044314,2.46,2937.0,3319364.41742
2018-09-15,4508.0,2972100.0,7.7407,229311639.13,0.001,0.00458,2.29,1721.0,692933.138481
2018-09-16,10604.0,2088120.0,7.9475,230632453.333,0.001,0.00231,2.31,2668.0,454147.471533
2018-09-17,5519.0,2306610.0,11.296002,225231428.571,0.001,0.0045,2.25,3098.0,2103458.8306
2018-09-18,3350.0,2627130.0,7.96655,210453209.302,0.001,0.0423967425,2.1,2580.0,1920108.45205
2018-09-19,9834.0,14680600.0,13.66955,215841092.511,0.001,0.00432,2.16,2514.0,4640564.43468
2018-09-20,11229.0,17634800.0,10.1475,227668178.571,0.001,0.0110581824,2.28,3614.0,9522174.68181
2018-09-21,13337.0,14374600.0,1008.9464376,223410160.714,0.001,0.00223,2.23,3367.0,3196066.00507
2018-09-22,1529.0,6440330.0,1.97700101,223660859.813,0.001,2.24,2.24,1496.0,996040.558084
2018-09-23,28415.0,18005700.0,22.3802,213257842.105,0.001,0.0026199,2.13,3883.0,2436780.37674
2018-09-24,5406.0,7921500.0,5.27705,228228000.0,0.001,0.0031960584,2.28,4481.0,1177779.2366
2018-09-25,7974.0,6502840.0,6.1056,221730940.092,0.001,0.00246642,2.22,2138.0,2258810.56738
2018-09-26,3079.0,17278800.0,3.5645,216265634.043,0.001,0.0558609264,2.16,2810.0,3930946.67891
2018-09-27,25899.0,10826800.0,1014.9821,236553701.299,0.001,0.0026354163,2.37,3011.0,3206843.40971
2018-09-28,14498.0,7152760.0,13.42785192,230376742.081,0.001,0.0026335,2.3,2278.0,1141868.09432
2018-09-29,1693.0,4177000.0,3.0821001,220947238.739,0.001,1.2117586026,2.21,1792.0,965548.236207
2018-09-30,8332.0,4126900.0,9.55110056,221107486.364,0.001,0.002431,2.21,1641.0,570891.053548
2018-10-01,3216.0,6515430.0,4.33778049,220124837.209,0.001,0.216910012,2.2,3322.0,961867.488392
2018-10-02,5251.0,4353180.0,4.61350035,215471580.189,0.001,0.0021715,2.15,2568.0,922862.858429
2018-10-03,2697.0,7051150.0,3.42550013,212857668.224,0.001,5.888385,2.13,3120.0,2626661.23752
2018-10-04,9641.0,4940890.0,7.81610009,214249000.0,0.001,0.0119919822,2.14,2548.0,1081824.54368
2018-10-05,2957.0,7130810.0,8.66260044,214805522.727,0.001,1.17035214525,2.15,2993.0,3013305.77326
2018-10-06,3921.0,7078420.0,3.94894886,220516792.453,0.001,0.046193554,2.2,3227.0,1580260.5264
