,activeaddresses,exchangevolume(usd),fees,marketcap(usd),medianfee,mediantxvalue(usd),price(usd),txcount,txvolume(usd)
2018-10-07,8438.0,4451390.0,28.58155001,213038179.245,0.001,0.00213,2.13,1973.0,1025391.91177
2018-10-08,4216.0,6329040.0,3.84400003,213379219.626,0.001,0.0264470811,2.13,2759.0,1361677.67977
2018-10-09,2569.0,12126800.0,535.03805001,215863098.592,0.001,0.00648,2.16,2207.0,864470.929795
2018-10-10,1499.0,7758380.0,2.65810001,213404900.943,0.001,27.7221255226,2.13,1999.0,2853382.7104
2018-10-11,16314.0,8808830.0,11.04120002,212222203.209,0.001,0.00212,2.12,2442.0,4453271.75668
2018-10-12,3462.0,5017790.0,4.16304273,186899537.234,0.001,0.0187,1.87,2520.0,1056654.67793
2018-10-13,5515.0,3346790.0,1006.65110102,188130306.878,0.001,0.00188,1.88,2085.0,1977602.44924
2018-10-14,11151.0,4084220.0,14.62360203,188654000.0,0.001,0.0044208234,1.89,4084.0,1206040.32855
2018-10-15,4890.0,7021190.0,4.8125603,188813820.896,0.001,0.0693076986,1.89,3599.0,878454.224947
2018-10-16,5876.0,6364950.0,14.96500007,200615000.0,0.001,0.00201,2.01,2461.0,1423712.77436
2018-10-17,4184.0,6972010.0,5.31190066,201716403.941,0.001,0.00202,2.02,2374.0,889077.811825
2018-10-18,13142.0,6483520.0,1009.01205016,202920432.161,0.001,0.00203,2.03,2126.0,1192578.57221
2018-10-19,7402.0,5348150.0,12.73605065,199299525.773,0.001,0.00199,1.99,2269.0,1483201.14705
2018-10-20,29814.0,5905280.0,21.51746274,194000000.0,0.001,0.00194,1.94,3698.0,1130249.51565
2018-10-21,22772.0,7447430.0,15.93250006,195689171.717,0.001,0.00196,1.96,2693.0,1370220.60237
2018-10-22,12505.0,5408590.0,9.63730135,198337824.742,0.001,0.00198,1.98,3787.0,2071081.45325
2018-10-23,10569.0,8374640.0,213.01500028,194167411.168,0.001,4.656e-05,1.94,3464.0,2856874.82582
2018-10-24,11405.0,8344590.0,539.16850325,196294000.0,0.001,9.408e-05,1.96,4728.0,2930161.82206
2018-10-25,13693.0,5823140.0,8.51713753,195596943.59,1e-08,0.0101778684,1.96,8302.0,3349023.82145
2018-10-26,5736.0,6261370.0,8.52605186,194217361.257,1e-08,99.3740275088,1.94,7802.0,10318661.9706
2018-10-27,3522.0,4990250.0,20002.511381,191093489.474,0.001,19.1,1.91,3314.0,3788506.53405
2018-10-28,40642.0,4978870.0,23.9601001,190696410.526,0.001,0.00382,1.91,2863.0,1732223.36775
2018-10-29,25770.0,6265960.0,1016.8301503,189305797.753,0.001,2.268e-07,1.89,3344.0,2554073.77439
2018-10-30,18633.0,5319870.0,12.36310011,179223750.0,0.001,2.148e-07,1.79,3303.0,6442030.05668
2018-10-31,27422.0,6702810.0,1017.43565024,177369646.409,0.001,0.0177,1.77,2538.0,1648307.35195
2018-11-01,13289.0,6467550.0,10.06400007,181119362.162,0.001,0.00247695785,1.81,2374.0,1791075.16956
2018-11-02,4901.0,4998820.0,1009.62133973,185264000.0,0.001,0.003885,1.85,2671.0,1571500.73933
2018-11-03,4749.0,4234550.0,45.24000065,185019892.473,0.001,0.00518,1.85,2405.0,1124042.25294
2018-11-04,18512.0,4184830.0,44.11470028,186141032.967,0.001,9.66642e-05,1.86,2831.0,1403940.43779
2018-11-05,3410.0,5095370.0,1049.88100101,182379082.873,0.001,0.036612758,1.82,3112.0,1539705.43667
2018-11-06,6106.0,5065320.0,1026.18932626,181589510.87,0.001,0.008918,1.82,2870.0,1393813.9487
2018-11-07,1656.0,4760070.0,1024.50850024,184401180.328,0.001,2.5184709004,1.84,2431.0,862305.466735
2018-11-08,13986.0,4520230.0,3052.76151839,183063346.154,0.001,0.00054948495,1.83,2486.0,890903.412042
2018-11-09,4416.0,3821640.0,15.34038125,181775602.273,0.001,0.00182,1.82,2715.0,977846.427546
2018-11-10,3351.0,3344670.0,1008.25150018,176275000.0,0.001,0.032568536,1.76,3019.0,505213.779971
2018-11-11,9790.0,4139880.0,548.6985002,175713109.827,0.001,0.00176,1.76,1915.0,912948.159338
2018-11-12,5699.0,4773620.0,25.42971136,173613000.0,0.001,0.00696,1.74,2030.0,991042.082671
2018-11-13,9889.0,4073700.0,38.6060103,172659029.07,0.001,0.0017300173,1.73,2360.0,855646.341994
2018-11-14,2272.0,5488710.0,17.73601008,171369360.0,0.001,0.3932063262,1.71,2092.0,1077704.27772
2018-11-15,11773.0,4515360.0,2009.2413612,150638394.737,0.001,0.00151,1.51,2654.0,1375396.79253
2018-11-16,4420.0,4387120.0,3.6501001,152422335.57,0.001,0.00304,1.52,1698.0,1764971.11604
2018-11-17,2827.0,5479690.0,6.82760025,150171140.94,0.001,0.009172245,1.5,2302.0,8142446.65592
