,activeaddresses,exchangevolume(usd),marketcap(usd),mediantxvalue(usd),price(usd),txcount,txvolume(usd)
2018-03-31,161,,,,,184,
2018-04-01,152,,,,,144,
2018-04-02,118,,,,,118,
2018-04-03,153,,,,,184,
2018-04-04,114,,,,,121,
2018-04-05,161,,,,,176,
2018-04-06,116,,,,,114,
2018-04-07,118,,,,,109,
2018-04-08,177,,,,,237,
2018-04-09,118,,,,,122,
2018-04-10,180,,,,,171,
2018-04-11,132,,,,,119,
2018-04-12,161,,,,,188,
2018-04-13,198,,,,,212,
2018-04-14,127,,,,,125,
2018-04-15,162,,,,,182,
2018-04-16,133,,,,,127,
2018-04-17,143,,,,,135,
2018-04-18,144,,,,,151,
2018-04-19,185,,,,,203,
2018-04-20,324,,,,,348,
2018-04-21,246,,,,,274,
2018-04-22,250,,,,,273,
2018-04-23,197,,,,,212,
2018-04-24,240,,,,,271,
2018-04-25,179,,,,,177,
2018-04-26,211,,,,,240,
2018-04-27,186,,,,,215,
2018-04-28,218,,,,,384,
2018-04-29,198,,,,,305,
2018-04-30,234,,,,,291,
2018-05-01,190,,,,,216,
2018-05-02,203,,,,,218,
2018-05-03,223,,,,,229,
2018-05-04,204,,,,,186,
2018-05-05,202,,,,,206,
2018-05-06,186,,,,,198,
2018-05-07,205,,,,,182,
2018-05-08,184,,,,,185,
2018-05-09,161,,,,,166,
2018-05-10,178,,,,,210,
2018-05-11,155,,,,,176,
2018-05-12,159,,,,,150,
2018-05-13,165,,,,,176,
2018-05-14,227,,,,,297,
2018-05-15,277,,,,,320,
2018-05-16,150,,,,,163,
2018-05-17,156,,,,,168,
2018-05-18,141,,,,,138,
2018-05-19,90,,,,,82,
2018-05-20,118,,,,,105,
2018-05-21,152,,,,,139,
2018-05-22,117,,,,,101,
2018-05-23,187,,,,,208,
2018-05-24,147,,,,,141,
2018-05-25,112,,,,,106,
2018-05-26,85,,,,,62,
2018-05-27,111,,,,,96,
2018-05-28,122,,,,,117,
2018-05-29,133,,,,,118,
2018-05-30,117,,,,,115,
2018-05-31,119,,,,,103,
2018-06-01,126,,,,,116,
2018-06-02,113,,,,,116,
2018-06-03,110,,,,,100,
2018-06-04,116,,,,,101,
2018-06-05,90,,,,,83,
2018-06-06,149,,,,,170,
2018-06-07,127,,,,,112,
2018-06-08,118,,,,,102,
2018-06-09,89,,,,,82,
2018-06-10,160,,,,,192,
2018-06-11,112,,,,,106,
2018-06-12,118,,,,,99,
2018-06-13,143,,,,,151,
2018-06-14,106,,,,,114,
2018-06-15,89,,,,,75,
2018-06-16,76,,,,,69,
2018-06-17,79,,,,,74,
2018-06-18,65,,,,,57,
2018-06-19,81,,,,,77,
2018-06-20,208,,,,,264,
2018-06-21,170,,,,,189,
2018-06-22,143,,,,,147,
2018-06-23,105,,,,,108,
2018-06-24,128,,,,,114,
2018-06-25,98,,,,,85,
2018-06-26,70,,,,,58,
2018-06-27,104,,,,,91,
2018-06-28,102,,,,,99,
2018-06-29,107,,,,,104,
2018-06-30,89,,,,,77,
2018-07-01,71,,,,,72,
2018-07-02,80,,,,,68,
2018-07-03,85,,,,,71,
2018-07-04,78,,,,,88,
2018-07-05,111,,,,,98,
2018-07-06,77,,,,,80,
2018-07-07,75,,,,,74,
2018-07-08,99,,,,,94,
2018-07-09,98,,,,,99,
2018-07-10,131,,,,,143,
2018-07-11,86,,,,,83,
2018-07-12,83,,,,,78,
2018-07-13,94,,,,,89,
2018-07-14,78,,,,,72,
2018-07-15,74,,,,,67,
2018-07-16,84,,,,,81,
2018-07-17,91,,,,,87,
