Date,activeaddresses,blockcount,exchangevolume(usd),marketcap(usd),mediantxvalue(usd),paymentcount,price(usd),txcount,txvolume(usd)
2018-04-11,16378.0,,1818530048.0,4719570337.81,1741.0782189,25756.0,6.0,25756.0,630325512.789
2018-04-12,26798.0,,1717360000.0,6705092651.09,2126.7,37730.0,8.5,37730.0,850133368.834
2018-04-13,20028.0,,936742976.0,6891953300.93,1231.21076,27613.0,8.71,27613.0,557468269.002
2018-04-14,26192.0,,811486976.0,6939070493.17,874.125,36260.0,8.75,36260.0,811995956.603
2018-04-15,20751.0,,861262976.0,6860105540.24,862.999999137,26791.0,8.63,26791.0,550287208.145
2018-04-16,9617.0,,455204000.0,6702521378.86,855.78,12991.0,8.39,12991.0,363872633.269
2018-04-17,8236.0,,798768000.0,6506499400.84,1401.46458928,12368.0,8.13,12368.0,237343947.078
2018-04-18,6521.0,,518188992.0,6809426268.44,1305.852843,9407.0,8.49,9407.0,210214737.959
2018-04-19,6850.0,,554115968.0,7258026391.05,1547.73147048,9865.0,9.02,9865.0,241797618.095
2018-04-20,9682.0,,1512339968.0,7670716387.7,1817.7114435,14315.0,9.51,14315.0,568481335.017
2018-04-21,8110.0,,1142259968.0,9366852953.38,2214.681948,11641.0,11.58,11641.0,529833636.548
2018-04-22,7913.0,,1001900032.0,8972265328.87,1910.26747201,11477.0,11.07,11477.0,335202985.699
2018-04-23,8003.0,,662115968.0,9206057492.74,1356.3164527,10239.0,11.33,10239.0,379101104.528
2018-04-24,15996.0,,3223780096.0,9555272838.34,1550.7911598,23527.0,11.73,23527.0,546556352.994
2018-04-25,12758.0,,3005040128.0,12333916594.9,2448.012,17551.0,15.1,17551.0,517453660.085
2018-04-26,9773.0,,1566850048.0,11814165223.2,2164.5,13373.0,14.43,13373.0,543377565.859
2018-04-27,11797.0,,2486409984.0,12697852550.1,2311.53454822,15945.0,15.47,15945.0,602981523.308
2018-04-28,16798.0,,2728300032.0,13729365061.4,1891.5798917,21861.0,16.69,21861.0,612534449.474
2018-04-29,20512.0,,4870720000.0,15575080761.4,2832.0,29523.0,18.88,29523.0,2030260439.82
2018-04-30,15934.0,,4073370112.0,17893409761.7,3539.94310386,23260.0,21.64,23260.0,1090941816.01
2018-05-01,11211.0,,3330129920.0,14650265425.3,2297.1,15329.0,17.67,15329.0,577347664.083
2018-05-02,10956.0,,2410370048.0,15728499997.8,1906.251,14521.0,18.93,14521.0,592407768.906
2018-05-03,14809.0,,2266540032.0,16048212223.6,2335.03592289,20461.0,19.27,20461.0,1874543035.11
2018-05-04,11340.0,,1749309952.0,14787162293.3,2100.28867036,15618.0,17.71,15618.0,456290958.542
2018-05-05,10868.0,,1614729984.0,14342679348.5,1714.0,14491.0,17.14,14491.0,396950738.394
2018-05-06,9379.0,,1434829952.0,14885286045.2,2212.23308847,12570.0,17.74,12570.0,431359227.51
2018-05-07,10010.0,,2000850048.0,14859803709.3,2703.51,13998.0,17.67,13998.0,574524849.721
2018-05-08,11679.0,,1449939968.0,15153231246.1,1986.7736382,15059.0,17.98,15059.0,610945225.35
2018-05-09,14157.0,,1199539968.0,15328765830.2,1902.6,18745.0,18.12,18745.0,604111678.993
2018-05-10,16650.0,,1287810048.0,15242025611.8,1831.8618,21771.0,17.97,21771.0,698626020.167
2018-05-11,13859.0,,2919820032.0,14846999618.1,3492.0,19949.0,17.46,19949.0,983639901.232
2018-05-12,12169.0,,3091069952.0,12769386456.8,3314.3117394,19296.0,14.98,19296.0,1350601125.37
2018-05-13,9775.0,,1589949952.0,12158236921.1,1768.6337507,13973.0,14.23,13973.0,567244364.672
2018-05-14,12469.0,,1702960000.0,12789917057.5,2530.635,17905.0,14.93,17905.0,673738104.281
2018-05-15,11295.0,,1371869952.0,12064861638.2,2327.18061977,15596.0,14.05,15596.0,663393431.424
2018-05-16,23681.0,,1534140032.0,11128450098.1,827.52,28139.0,12.93,28139.0,479332574.901
2018-05-17,12201.0,,1644329984.0,11105293037.0,1274.13,16514.0,12.87,16514.0,482822166.024
2018-05-18,14163.0,,1343680000.0,10703520512.9,436.823636059,17754.0,12.37,17754.0,552018331.137
2018-05-19,8000.0,,1018750016.0,11301547929.9,1429.51087655,10397.0,13.04,10397.0,270806389.411
2018-05-20,10602.0,,1228359936.0,11440235253.8,1744.38283923,14387.0,13.17,14387.0,360337407.164
2018-05-21,11932.0,,1063000000.0,12221800434.0,1931.10785702,16068.0,14.03,16068.0,447527477.289
2018-05-22,10045.0,,991158976.0,11799688671.3,1962.1381312,13283.0,13.52,13283.0,566459144.825
2018-05-23,12970.0,,1591750016.0,10796222473.0,1759.86089988,17371.0,12.33,17371.0,532505865.874
2018-05-24,15469.0,,2161890048.0,9578905698.29,1852.90434425,19888.0,10.92,19888.0,684237849.995
2018-05-25,18594.0,,1624390016.0,11259988763.8,1637.6304,24317.0,12.81,24317.0,450227972.33
2018-05-26,18347.0,,1085629952.0,10815611614.9,1239.27,21424.0,12.27,21424.0,465078240.256
2018-05-27,15032.0,,939929024.0,10854880939.1,1265.87,17421.0,12.29,17421.0,733344984.725
2018-05-28,25908.0,,1580160000.0,11075233443.9,1516.54358731,30984.0,12.5,30984.0,1319246286.8
2018-05-29,31267.0,,1877299968.0,10390094610.3,1753.83,37769.0,11.7,37769.0,929289719.612
2018-05-30,34369.0,,1269209984.0,10842179404.2,1199.73,44229.0,12.18,44229.0,1163797515.86
2018-05-31,50224.0,,1142809984.0,10673141719.6,362.691,57471.0,11.97,57471.0,1157757824.44
2018-06-01,15457.0,,1058150016.0,10985414895.6,508.5390612,18093.0,12.29,18093.0,2276723319.07
2018-06-02,7781.0,,2884720128.0,11010822218.7,325.015940573,9204.0,12.29,9204.0,257282543.905
2018-06-03,,,1631840000.0,13272700215.5,,,14.81,,
2018-06-04,,,1297159936.0,13080306451.9,,,14.6,,
2018-06-05,,,1445139968.0,12173223893.5,,,13.58,,
2018-06-06,,,1022289984.0,12768756146.5,,,14.25,,
2018-06-07,,,1017480000.0,12536529888.0,,,13.99,,
2018-06-08,,1.0,1105590016.0,13056898100.8,,,14.57,,
2018-06-09,163932.0,13337.0,1175320064.0,12577477189.5,140.4,163931.0,14.04,25103.0,65954167.308
2018-06-10,57.0,80482.0,2317139968.0,12578956320.7,14.04,51.0,14.04,12975.0,1037.98422
2018-06-11,197.0,172800.0,1570569984.0,10137637003.6,11.31,223.0,11.31,14362.0,11199.138249
2018-06-12,254.0,172800.0,1052700032.0,10352248346.3,1.155,416.0,11.55,10237.0,16235.07963
2018-06-13,233.0,172682.0,1266409984.0,9191323274.26,0.1026,404.0,10.26,8200.0,4120.21593
2018-06-14,246.0,172291.0,1409440000.0,9114082295.4,0.1276335,324.0,10.17,8898.0,3571.761969
2018-06-15,459.0,172503.0,936732992.0,10117527766.0,0.1129,797.0,11.29,117776.0,10592.420254
2018-06-16,283.0,138696.0,680969984.0,9544620576.1,0.001065,1100.0,10.65,14462.0,9111.38172
2018-06-17,346.0,172750.0,432120992.0,9529445198.67,0.001063,3299.0,10.63,60225.0,279346.836189
2018-06-18,522.0,172792.0,720630016.0,9357371634.79,10.44,534.0,10.44,62825.0,523896089.139
2018-06-19,791.0,170453.0,715926016.0,9603947082.14,53.6,800.0,10.72,52127.0,433789822.022
2018-06-20,1506.0,172746.0,852286976.0,9613469306.48,1287.6,1744.0,10.73,46448.0,530486092.339
2018-06-21,1172.0,172604.0,662139008.0,9348184717.96,104.3,1608.0,10.43,22361.0,327718578.344
2018-06-22,1066.0,172771.0,1258310016.0,9335203581.23,1042.0,2581.0,10.42,115952.0,224619067.341
2018-06-23,1089.0,172728.0,709977024.0,7769967161.86,1231.14,1926.0,8.67,13605.0,238935064.152
2018-06-24,1216.0,172653.0,1397600000.0,7581593388.57,795.24,2199.0,8.46,11904.0,57475824.6598
2018-06-25,1430.0,172778.0,905011968.0,7235805663.07,393.947541,2876.0,8.07,112690.0,208869761.779
2018-06-26,1341.0,172762.0,629339008.0,7397857966.35,518.211337,2916.0,8.26,66819.0,97351774.6559
2018-06-27,1728.0,172602.0,716035968.0,6704738011.93,374.0,4228.0,7.48,280735.0,93155062.5384
2018-06-28,2232.0,172629.0,724915008.0,7181279208.11,364.824261,5304.0,8.01,144743.0,442035939.876
2018-06-29,1855.0,172705.0,802745984.0,6694799611.62,298.484019,4414.0,7.47,215778.0,25396521.3113
2018-06-30,1725.0,172348.0,832537984.0,6940309304.41,215.767206,4184.0,7.74,115583.0,149229583.994
2018-07-01,2125.0,172641.0,621643008.0,7304498748.3,143.44,5485.0,8.15,137605.0,34393192.1941
2018-07-02,3598.0,172661.0,1024129984.0,7292187021.43,260.48,8820.0,8.14,136374.0,80698652.8853
2018-07-03,6495.0,172423.0,1006099968.0,7986778472.69,406.9878615,15278.0,8.91,154296.0,367355792.985
2018-07-04,4290.0,172721.0,935387008.0,7926676527.44,447.952485,9309.0,8.85,121373.0,86784379.7551
2018-07-05,4318.0,172715.0,958548992.0,7953877599.16,427.000128,10324.0,8.88,132903.0,180269128.84
2018-07-06,4503.0,172415.0,604649984.0,7974756486.01,355.11,10083.0,8.9,164583.0,149232024.547
2018-07-07,3404.0,170416.0,490260992.0,7771778152.53,211.771686,7329.0,8.67,132155.0,106251198.763
2018-07-08,2577.0,170154.0,491667008.0,8105814018.09,350.176152,4867.0,9.04,148823.0,117476094.962
2018-07-09,2861.0,172762.0,707878016.0,7800990302.88,448.889012,5490.0,8.71,124232.0,66518537.775
2018-07-10,2551.0,172610.0,707110016.0,6941401820.56,644.270675,5207.0,7.75,607513.0,64185777.6701
2018-07-11,2646.0,172041.0,599606976.0,6458982246.0,657.4254645,5162.0,7.21,676522.0,158411186.479
2018-07-12,2948.0,172778.0,597379968.0,6422020856.37,179.25,5718.0,7.17,353890.0,94097809.8847
2018-07-13,66769.0,172417.0,586718016.0,6188994292.0,0.000691,71921.0,6.91,936254.0,76244885.4214
2018-07-14,3854.0,170900.0,396983008.0,6236709698.61,69.6,6846.0,6.96,2262137.0,100781361.25
2018-07-15,5086.0,171027.0,501440000.0,6258234111.16,62.82,9029.0,6.98,3235261.0,137337562.808
2018-07-16,5848.0,171175.0,716972032.0,6627540421.01,74.0,12144.0,7.4,2207468.0,261566163.584
2018-07-17,7009.0,164498.0,847793984.0,7228384569.57,20.175,13040.0,8.07,6321479.0,92287149.5752
2018-07-18,12274.0,168334.0,929459008.0,7861001883.93,0.000877,20206.0,8.77,6742775.0,85008072.3754
2018-07-19,5011.0,163750.0,852908992.0,7689320056.26,66.07887,9493.0,8.58,8307320.0,510843579.318
2018-07-20,9507.0,168419.0,810102976.0,7524654200.35,0.81396,17413.0,8.4,5766056.0,191725694.743
2018-07-21,6805.0,170205.0,551660032.0,7075781759.43,0.79,19187.0,7.9,7025941.0,56083295.3229
2018-07-22,5393.0,169867.0,497159008.0,7183798295.8,8.24055,10545.0,8.02,7545182.0,53707107.7001
2018-07-23,19249.0,170213.0,630787008.0,7058034135.99,0.000788,28757.0,7.88,7166509.0,79164683.5537
2018-07-24,13417.0,171849.0,1007480000.0,7145990573.58,0.000797,20726.0,7.97,6941005.0,350678149.433
2018-07-25,9637.0,170390.0,835307008.0,7669966968.93,0.856,15234.0,8.56,7274451.0,97454560.8288
2018-07-26,31975.0,168620.0,644028992.0,7636827164.29,0.000852,42982.0,8.52,7077989.0,71415602.2122
2018-07-27,86939.0,171699.0,694945984.0,7448410215.12,0.000831,92324.0,8.31,3698243.0,73398070.4619
2018-07-28,71139.0,171606.0,527104000.0,7557037212.5,0.000843,77620.0,8.43,5653858.0,76570500.4594
2018-07-29,7281.0,170963.0,615336000.0,7478152436.0,0.000834,10916.0,8.34,8416821.0,34595288.073
2018-07-30,4174.0,170039.0,849398000.0,7472847923.61,4.347642,10251.0,8.34,8083187.0,126230798.153
2018-07-31,14166.0,170142.0,708842000.0,7043731608.83,0.000777,19772.0,7.77,7271418.0,68393450.3058
2018-08-01,10796.0,170708.0,699077000.0,6665673606.48,0.000736,16676.0,7.36,7661172.0,50425711.6091
2018-08-02,28846.0,168679.0,559363000.0,6557748174.03,0.000724,38622.0,7.24,8216194.0,203854767.625
2018-08-03,28265.0,162113.0,521404000.0,6391557069.06,0.000705,35364.0,7.05,8361138.0,39000821.2889
2018-08-04,67031.0,168018.0,465467000.0,6521576345.41,0.00072,86935.0,7.2,7215324.0,42863960.7475
2018-08-05,64403.0,170414.0,481289000.0,6339914984.56,0.0007,78604.0,7.0,3364039.0,89511936.2277
2018-08-06,40912.0,170405.0,477949000.0,6399873307.64,0.000706,77157.0,7.06,5985614.0,50950606.9636
2018-08-07,12504.0,171412.0,572786000.0,6396299839.4,0.000706,17222.0,7.06,7390761.0,55602082.5097
2018-08-08,9791.0,171604.0,885000000.0,5986236007.19,0.78408,17844.0,6.6,6763662.0,266709172.782
2018-08-09,5017.0,172136.0,711726000.0,5086059957.91,17.8959,11393.0,5.61,7358344.0,61311407.3761
2018-08-10,58708.0,169937.0,771704000.0,5252916633.45,0.00058,65693.0,5.8,6806950.0,76892621.05
2018-08-11,33862.0,166506.0,651458000.0,4782267183.49,0.000528,50919.0,5.28,7337851.0,55043207.0982
2018-08-12,74243.0,163082.0,602163000.0,4562197971.17,0.000503,86156.0,5.03,7666177.0,28798178.5477
2018-08-13,3658.0,165454.0,666517000.0,4543796443.16,38.7175305,10220.0,5.01,8690481.0,62559316.7713
2018-08-14,6561.0,169339.0,588931000.0,4188205399.61,4.62,13608.0,4.62,8476219.0,63139672.6159
2018-08-15,12016.0,168596.0,692546000.0,4219652774.75,0.000466,18003.0,4.66,7608511.0,52066113.7679
2018-08-16,2177.0,171942.0,654120000.0,4208112472.99,46.4,8218.0,4.64,3237240.0,50041645.0103
2018-08-17,2590.0,172330.0,1009130000.0,4093224526.93,41.358,11235.0,4.52,2915765.0,80596257.0758
2018-08-18,83278.0,172062.0,824713000.0,5022094286.21,0.000554,100930.0,5.54,4696460.0,44323600.3967
2018-08-19,7257.0,171033.0,659969000.0,4618899427.57,0.49266,20457.0,5.1,7962129.0,47372096.6834
2018-08-20,5185.0,171153.0,560766000.0,4803775189.75,5.3,23050.0,5.3,7622641.0,51382345.8672
2018-08-21,116996.0,171708.0,412303000.0,4288756882.83,0.000473,214207.0,4.73,6517547.0,271488915.004
2018-08-22,78716.0,172630.0,571812000.0,4453076192.67,0.000491,161645.0,4.91,2436206.0,79800916.6467
2018-08-23,22113.0,171652.0,442313000.0,4286208331.64,4.73,75509.0,4.73,6802492.0,94847794.8701
2018-08-24,11184.0,171985.0,616336000.0,4450121710.26,4.9591,90991.0,4.91,6909588.0,56086154.9604
2018-08-25,16679.0,171923.0,356801000.0,4583030542.61,5.06,107432.0,5.06,6723153.0,40715288.2462
2018-08-26,13959.0,172323.0,361901000.0,4571489234.33,5.04,63036.0,5.04,2606978.0,36500108.3934
2018-08-27,4637.0,171720.0,552155000.0,4483369082.6,4.95,99888.0,4.95,5774005.0,62478407.3814
2018-08-28,4317.0,171709.0,622686000.0,4852314761.07,5.35,91757.0,5.35,5646995.0,80690425.3825
2018-08-29,7011.0,172064.0,955876000.0,5349397303.02,5.9,115401.0,5.9,5336603.0,114358541.46
2018-08-30,18460.0,171291.0,744458000.0,5544851808.49,6.12,100343.0,6.12,4498038.0,95307843.0827
2018-08-31,16176.0,171206.0,899621000.0,5489206252.34,6.06,164087.0,6.06,3452900.0,122402180.296
2018-09-01,4856.0,170917.0,746530000.0,5839707983.22,9.66,129681.0,6.44,4347621.0,69852528.9221
2018-09-02,4102.0,171124.0,903575000.0,6025772150.52,6.65,135555.0,6.65,4210544.0,88762093.9856
2018-09-03,4383.0,171103.0,720704000.0,6013514839.28,6.64,128057.0,6.64,4380445.0,173578712.777
2018-09-04,25927.0,170553.0,765275000.0,5850079184.74,6.46,146044.0,6.46,4774481.0,178570978.136
2018-09-05,58163.0,171166.0,1009270000.0,5871714616.55,6.48,186341.0,6.48,5048297.0,141146897.161
2018-09-06,69933.0,171337.0,844070000.0,4720374699.54,5.21,210500.0,5.21,904307.0,127437519.951
2018-09-07,54316.0,168901.0,651853000.0,4744001223.52,5.23,194347.0,5.23,5077661.0,136419466.697
2018-09-08,33266.0,172393.0,531005000.0,4624675642.5,5.1,180169.0,5.1,3157655.0,44690175.6754
2018-09-09,16823.0,158109.0,621964000.0,4311834621.97,4.76,117675.0,4.76,5914083.0,56210751.2998
2018-09-10,6520.0,161229.0,536130000.0,4518529255.75,4.99,125234.0,4.99,4810318.0,96006053.3909
2018-09-11,7150.0,170573.0,582087000.0,4598233297.14,5.07,162237.0,5.07,1208067.0,44661495.0787
2018-09-12,5763.0,170838.0,707279000.0,4530097367.41,5.0,153584.0,5.0,734139.0,37006855.42
2018-09-13,10251.0,172613.0,718438000.0,4493191135.85,4.96,178337.0,4.96,622992.0,118624180.983
2018-09-14,47357.0,172473.0,606576000.0,4912659411.81,1.355,170196.0,5.42,617567.0,83764486.1142
2018-09-15,7806.0,172449.0,508734000.0,4758949882.36,10.5,203943.0,5.25,803841.0,42967257.511
2018-09-16,25883.0,172588.0,477706000.0,4874897078.06,5.38,199730.0,5.38,714053.0,47260514.7084
2018-09-17,39668.0,172563.0,696413000.0,4919381379.71,5.43,217620.0,5.43,824640.0,83312929.0405
2018-09-18,45052.0,172570.0,658606000.0,4404446267.61,2.43,249505.0,4.86,966691.0,71694975.5466
2018-09-19,19226.0,172689.0,622045000.0,4584855025.7,2.53,280399.0,5.06,991468.0,56798826.9109
2018-09-20,25527.0,172791.0,703866000.0,4761268175.3,2.2575,295495.0,5.25,970782.0,75118655.8101
2018-09-21,97600.0,172676.0,1088760000.0,5212555870.28,0.71875,406033.0,5.75,1107299.0,138784524.433
2018-09-22,93554.0,172793.0,669024000.0,5600717605.16,0.927,373066.0,6.18,1129399.0,74515486.7615
2018-09-23,16635.0,172653.0,686260000.0,5392722745.0,1.4875,308543.0,5.95,1152974.0,223945841.605
2018-09-24,36774.0,172792.0,654906000.0,5458246565.86,0.602,446690.0,6.02,1052409.0,37987463.8478
2018-09-25,87564.0,172728.0,891486000.0,5149299716.45,1.136,344606.0,5.68,1197153.0,99355826.4344
2018-09-26,20347.0,172759.0,683187000.0,4889061779.26,2.156,281724.0,5.39,1130715.0,46460416.2113
2018-09-27,17118.0,172515.0,753645000.0,5035320417.18,3.684612,302093.0,5.56,903215.0,57211436.3364
2018-09-28,19690.0,172690.0,840105000.0,5283445662.0,4.664,311724.0,5.83,909954.0,96281102.4835
2018-09-29,13538.0,172772.0,678214000.0,5223714670.0,4.608,344553.0,5.76,1131483.0,75234697.5197
2018-09-30,26260.0,172793.0,828008000.0,5219241811.8,1.728,352066.0,5.76,1288261.0,110893317.64
2018-10-01,36951.0,172788.0,695608000.0,5198765742.0,1.435,372509.0,5.74,1416553.0,63690010.8036
2018-10-02,75943.0,172793.0,564671000.0,5198652212.49,0.7175,507607.0,5.74,1883906.0,47042344.5907
2018-10-03,99742.0,172800.0,595740000.0,5082325354.52,0.70125,406992.0,5.61,1377687.0,57454858.2509
2018-10-04,72562.0,172772.0,613679000.0,5099873750.2,1.4075,384275.0,5.63,1472277.0,52165132.031
2018-10-05,135802.0,172728.0,554553000.0,5248360387.57,0.579,461164.0,5.79,1461405.0,55295052.3758
2018-10-06,210680.0,172798.0,486075000.0,5264659282.61,0.581,643966.0,5.81,1668258.0,38995259.9185
2018-10-07,50548.0,172684.0,525930000.0,5191991182.09,0.573,558341.0,5.73,2118245.0,33683382.9981
2018-10-08,19103.0,172689.0,627571000.0,5232086810.84,1.4425,506036.0,5.77,1876704.0,176306101.26
2018-10-09,96145.0,172784.0,538883000.0,5364753229.16,0.9472,509187.0,5.92,2210207.0,67797114.5067
2018-10-10,83520.0,172290.0,533169000.0,5337692964.05,1.4725,538653.0,5.89,2020724.0,120929142.785
2018-10-11,52656.0,172779.0,758737000.0,5325857628.0,1.47,536901.0,5.88,1978872.0,143145255.043
2018-10-12,56909.0,172667.0,525307000.0,4567078604.43,1.26,644295.0,5.04,2330469.0,70216027.2647
2018-10-13,21365.0,172721.0,362609000.0,4697845882.19,1.295,686748.0,5.18,2503586.0,72891992.636
2018-10-14,13658.0,172731.0,372903000.0,4755292940.72,1.3125,537772.0,5.25,1986067.0,53816032.8689
2018-10-15,18320.0,172762.0,918475000.0,4677105339.33,5.16,445022.0,5.16,1177049.0,138605872.686
2018-10-16,7988.0,172195.0,425119000.0,4963475389.37,5.48,576833.0,5.48,1804756.0,127193034.655
2018-10-17,20645.0,172736.0,401459000.0,4940797875.7,2.725,773723.0,5.45,2592855.0,87915530.6428
2018-10-18,45928.0,172726.0,440484000.0,4916108533.63,1.355,1086303.0,5.42,3525566.0,56287619.2022
2018-10-19,45519.0,172586.0,378435000.0,4860873150.57,2.220112,1294139.0,5.36,4329330.0,79378588.4422
2018-10-20,129278.0,172101.0,366171000.0,4841502753.33,1.335,1421357.0,5.34,3739906.0,99866668.5592
2018-10-21,99432.0,172567.0,443995000.0,4869274830.53,2.148,1368168.0,5.37,3708033.0,126642322.097
2018-10-22,30231.0,172574.0,348657000.0,4905529094.29,2.705,1099906.0,5.41,3535491.0,105359923.274
2018-10-23,35836.0,172537.0,329169000.0,4874438304.02,2.152,1155195.0,5.38,3611763.0,72518468.3912
2018-10-24,36190.0,172641.0,312068000.0,4902667617.59,2.705,1151157.0,5.41,4709716.0,78940492.5191
2018-10-25,36792.0,172692.0,291321000.0,4879130590.97,2.152,1229717.0,5.38,3771273.0,68636050.1069
2018-10-26,29098.0,172667.0,355795000.0,4863674144.38,2.685,1251572.0,5.37,4684824.0,79184604.7795
2018-10-27,19065.0,172509.0,415957000.0,4886231902.31,2.695,1266829.0,5.39,4521588.0,71423406.8687
2018-10-28,22376.0,172548.0,382333000.0,4889424728.29,2.22858,1283396.0,5.4,4113596.0,107047839.77
2018-10-29,29687.0,172691.0,578423000.0,4899178016.83,2.705,1284114.0,5.41,4019134.0,98306551.5026
2018-10-30,33103.0,172455.0,562212000.0,4663357800.69,5.15,1228695.0,5.15,3836278.0,91053903.9123
2018-10-31,37861.0,172573.0,646592000.0,4654767571.77,3.084,1358372.0,5.14,4486620.0,168415546.137
2018-11-01,43689.0,172652.0,560423000.0,4709788143.86,2.6,1399456.0,5.2,4690224.0,89732892.1778
2018-11-02,42017.0,172392.0,668222000.0,4781010548.24,5.28,1478286.0,5.28,4898734.0,127912023.57
2018-11-03,46976.0,172519.0,624348000.0,4861672664.11,4.963896,1335715.0,5.36,4328028.0,76263894.3766
2018-11-04,81696.0,172441.0,736521000.0,4811552328.52,5.31,1231874.0,5.31,3995996.0,137188091.215
2018-11-05,32931.0,171916.0,681390000.0,4928188915.6,5.44,1148363.0,5.44,4392188.0,122121443.074
2018-11-06,30052.0,172050.0,776546000.0,4931104332.73,5.48,1182326.0,5.48,4240665.0,334401242.145
2018-11-07,30164.0,171945.0,719042000.0,5192398511.05,5.73,1077015.0,5.73,4047880.0,160979825.558
2018-11-08,26258.0,171201.0,655039000.0,5115766804.25,5.64,1180132.0,5.64,4525805.0,166628690.902
2018-11-09,94486.0,169747.0,719946000.0,4986923702.04,5.5,1995179.0,5.5,7101094.0,137838137.562
2018-11-10,46490.0,171366.0,595931000.0,4877118984.31,5.38,1947598.0,5.38,7305228.0,118594854.197
2018-11-11,31077.0,171693.0,729699000.0,4906201814.28,5.41,2090138.0,5.41,7995091.0,129215316.116
2018-11-12,38398.0,172236.0,606714000.0,4941020651.69,5.45,1914749.0,5.45,7319390.0,120721953.014
2018-11-13,65118.0,172318.0,766307000.0,4890364463.29,5.4,1815306.0,5.4,7018913.0,133551469.931
2018-11-14,40283.0,172548.0,1244140000.0,4726276724.25,10.44,1594857.0,5.22,5404547.0,283812084.62
2018-11-15,18860.0,172522.0,1265280000.0,4203300734.06,6.032,1456938.0,4.64,4450275.0,155911359.503
2018-11-16,41471.0,172457.0,923308000.0,4247963619.15,4.69,1655422.0,4.69,5220367.0,484313295.933
2018-11-17,44614.0,172374.0,773374000.0,4125914597.66,4.55,1787751.0,4.55,5616736.0,102113493.144
2018-11-18,38216.0,172111.0,750443000.0,4148224406.47,4.58,1720697.0,4.58,5161205.0,133358333.358
2018-11-19,63327.0,172312.0,1193950000.0,4171792781.62,2.3,1967765.0,4.6,6287736.0,204315098.616
2018-11-20,37708.0,172144.0,1305960000.0,3685872521.27,2.035,2430883.0,4.07,7747554.0,163936056.763
2018-11-21,25916.0,171165.0,965961000.0,3390255231.09,1.496,2429740.0,3.74,7784163.0,200640301.505
2018-11-22,26461.0,171299.0,694359000.0,3457238762.67,1.905,2433807.0,3.81,8130565.0,112573990.197
2018-11-23,24608.0,170942.0,891425000.0,3190337256.09,1.408,2215204.0,3.52,7235145.0,116933232.767
2018-11-24,92951.0,171819.0,796038000.0,3272939796.94,1.805,1986957.0,3.61,7107485.0,141934285.882
2018-11-25,80873.0,171942.0,1057330000.0,2963492303.25,1.635,2047185.0,3.27,7031162.0,202104735.825
2018-11-26,51496.0,171711.0,984528000.0,3039539427.37,2.68,2057557.0,3.35,7138162.0,185135904.635
2018-11-27,81197.0,170970.0,957723000.0,2882021162.46,3.908538,1851421.0,3.18,6244985.0,132207969.52
